day,tool_a,tool_b,class,n,c_1to1,c_split,c_merge,c_unmatched
Wednesday,go-flows,cicflowmeter-orig,BENIGN,338760,68718,40579,314,229149
Wednesday,go-flows,cicflowmeter-orig,DoS GoldenEye,7656,4726,2843,0,87
Wednesday,go-flows,cicflowmeter-orig,DoS Hulk,294399,18921,36516,86251,152711
Wednesday,go-flows,cicflowmeter-orig,DoS Slowhttptest,4496,3601,615,0,280
Wednesday,go-flows,cicflowmeter-orig,DoS slowloris,4515,3763,299,0,453
Wednesday,go-flows,cicflowmeter-orig,Heartbleed,1,0,1,0,0
Wednesday,go-flows,cicflowmeter-fixed,ALL,649827,298371,10068,278436,62952
Wednesday,go-flows,cicflowmeter-fixed,BENIGN,338760,210579,9286,56403,62492
Wednesday,go-flows,cicflowmeter-fixed,DoS GoldenEye,7656,7646,1,0,9
Wednesday,go-flows,cicflowmeter-fixed,DoS Hulk,294399,72316,25,222033,25
Wednesday,go-flows,cicflowmeter-fixed,DoS Slowhttptest,4496,3926,559,0,11
Wednesday,go-flows,cicflowmeter-fixed,DoS slowloris,4515,3904,196,0,415
Wednesday,go-flows,cicflowmeter-fixed,Heartbleed,1,0,1,0,0
Wednesday,go-flows,argus,ALL,649827,133684,0,472451,43692
Wednesday,go-flows,argus,BENIGN,338760,133675,0,161426,43659
Wednesday,go-flows,argus,DoS GoldenEye,7656,0,0,7656,0
Wednesday,go-flows,argus,DoS Hulk,294399,0,0,294392,7
Wednesday,go-flows,argus,DoS Slowhttptest,4496,8,0,4488,0
Wednesday,go-flows,argus,DoS slowloris,4515,0,0,4489,26
Wednesday,go-flows,argus,Heartbleed,1,1,0,0,0
Wednesday,go-flows,yaf,ALL,649827,409338,153327,49873,37289
Wednesday,go-flows,yaf,BENIGN,338760,259913,30696,26586,21565
Wednesday,go-flows,yaf,DoS GoldenEye,7656,7492,0,164,0
Wednesday,go-flows,yaf,DoS Hulk,294399,133686,122631,22369,15713
Wednesday,go-flows,yaf,DoS Slowhttptest,4496,4490,0,4,2
Wednesday,go-flows,yaf,DoS slowloris,4515,3756,0,750,9
Wednesday,go-flows,yaf,Heartbleed,1,1,0,0,0
Wednesday,go-flows,joy,ALL,649827,148446,52497,252373,196511
Wednesday,go-flows,joy,BENIGN,338760,68521,41811,33474,194954
Wednesday,go-flows,joy,DoS GoldenEye,7656,6880,767,0,9
Wednesday,go-flows,joy,DoS Hulk,294399,70851,3793,218899,856
Wednesday,go-flows,joy,DoS Slowhttptest,4496,296,3923,0,277
Wednesday,go-flows,joy,DoS slowloris,4515,1898,2202,0,415
Wednesday,go-flows,joy,Heartbleed,1,0,1,0,0
Wednesday,yaf,nfstream,ALL,634991,260472,9463,345225,19831
Wednesday,yaf,nfstream,BENIGN,326047,244570,9209,52953,19315
Wednesday,yaf,nfstream,DoS GoldenEye,7574,7492,82,0,0
Wednesday,yaf,nfstream,DoS Hulk,292978,163,38,292272,505
Wednesday,yaf,nfstream,DoS Slowhttptest,4494,4490,2,0,2
Wednesday,yaf,nfstream,DoS slowloris,3897,3756,132,0,9
Wednesday,yaf,nfstream,Heartbleed,1,1,0,0,0
Wednesday,yaf,zeek,ALL,634991,298799,21517,228949,85726
Wednesday,yaf,zeek,BENIGN,326047,200175,13329,46319,66224
Wednesday,yaf,zeek,DoS GoldenEye,7574,7428,146,0,0
Wednesday,yaf,zeek,DoS Hulk,292978,85819,5064,182630,19465
Wednesday,yaf,zeek,DoS Slowhttptest,4494,1506,2976,0,12
Wednesday,yaf,zeek,DoS slowloris,3897,3870,2,0,25
Wednesday,yaf,zeek,Heartbleed,1,1,0,0,0
Wednesday,yaf,tranalyzer,ALL,634991,298984,6472,259152,70383
Wednesday,yaf,tranalyzer,BENIGN,326047,212008,5810,38223,70006
Wednesday,yaf,tranalyzer,DoS GoldenEye,7574,7496,0,78,0
Wednesday,yaf,tranalyzer,DoS Hulk,292978,71672,662,220294,350
Wednesday,yaf,tranalyzer,DoS Slowhttptest,4494,3935,0,557,2
Wednesday,yaf,tranalyzer,DoS slowloris,3897,3872,0,0,25
Wednesday,yaf,tranalyzer,Heartbleed,1,1,0,0,0
Wednesday,yaf,cicflowmeter-orig,ALL,634991,102355,84020,85835,362781
Wednesday,yaf,cicflowmeter-orig,BENIGN,326047,71686,43456,314,210591
Wednesday,yaf,cicflowmeter-orig,DoS GoldenEye,7574,4585,2911,0,78
Wednesday,yaf,cicflowmeter-orig,DoS Hulk,292978,18900,36751,85521,151806
Wednesday,yaf,cicflowmeter-orig,DoS Slowhttptest,4494,3597,617,0,280
Wednesday,yaf,cicflowmeter-orig,DoS slowloris,3897,3587,284,0,26
Wednesday,yaf,cicflowmeter-orig,Heartbleed,1,0,1,0,0
Wednesday,yaf,cicflowmeter-fixed,ALL,634991,279527,19136,276596,59732
Wednesday,yaf,cicflowmeter-fixed,BENIGN,326047,192471,17554,56340,59682
Wednesday,yaf,cicflowmeter-fixed,DoS GoldenEye,7574,7500,74,0,0
Wednesday,yaf,cicflowmeter-fixed,DoS Hulk,292978,72042,667,220256,13
Wednesday,yaf,cicflowmeter-fixed,DoS Slowhttptest,4494,3921,561,0,12
Wednesday,yaf,cicflowmeter-fixed,DoS slowloris,3897,3593,279,0,25
Wednesday,yaf,cicflowmeter-fixed,Heartbleed,1,0,1,0,0
Wednesday,yaf,argus,ALL,634991,134141,0,457100,43750
Wednesday,yaf,argus,BENIGN,326047,134132,0,148190,43725
Wednesday,yaf,argus,DoS GoldenEye,7574,0,0,7574,0
Wednesday,yaf,argus,DoS Hulk,292978,0,0,292978,0
Wednesday,yaf,argus,DoS Slowhttptest,4494,8,0,4486,0
Wednesday,yaf,argus,DoS slowloris,3897,0,0,3872,25
Wednesday,yaf,argus,Heartbleed,1,1,0,0,0
Wednesday,yaf,go-flows,ALL,634991,409338,162962,26227,36464
Wednesday,yaf,go-flows,BENIGN,326047,259915,39930,4996,21206
Wednesday,yaf,go-flows,DoS GoldenEye,7574,7492,82,0,0
Wednesday,yaf,go-flows,DoS Hulk,292978,133684,122816,21231,15247
Wednesday,yaf,go-flows,DoS Slowhttptest,4494,4490,2,0,2
Wednesday,yaf,go-flows,DoS slowloris,3897,3756,132,0,9
Wednesday,yaf,go-flows,Heartbleed,1,1,0,0,0
Wednesday,yaf,joy,ALL,634991,150204,55551,250607,178629
Wednesday,yaf,joy,BENIGN,326047,70760,44362,33436,177489
Wednesday,yaf,joy,DoS GoldenEye,7574,6734,840,0,0
Wednesday,yaf,joy,DoS Hulk,292978,70621,4348,217171,838
Wednesday,yaf,joy,DoS Slowhttptest,4494,300,3917,0,277
Wednesday,yaf,joy,DoS slowloris,3897,1789,2083,0,25
Wednesday,yaf,joy,Heartbleed,1,0,1,0,0
Wednesday,joy,nfstream,ALL,678517,88037,0,387682,202798
Wednesday,joy,nfstream,BENIGN,475920,78787,0,203131,194002
Wednesday,joy,nfstream,DoS GoldenEye,11094,6880,0,1656,2558
Wednesday,joy,nfstream,DoS Hulk,163756,176,0,163142,438
Wednesday,joy,nfstream,DoS Slowhttptest,13372,297,0,9413,3662
Wednesday,joy,nfstream,DoS slowloris,14334,1897,0,10299,2138
Wednesday,joy,nfstream,Heartbleed,41,0,0,41,0
Wednesday,joy,zeek,ALL,678517,441745,4043,224151,8578
Wednesday,joy,zeek,BENIGN,475920,266499,875,200350,8196
Wednesday,joy,zeek,DoS GoldenEye,11094,4632,71,6096,295
Wednesday,joy,zeek,DoS Hulk,163756,162907,124,699,26
Wednesday,joy,zeek,DoS Slowhttptest,13372,5888,2972,4451,61
Wednesday,joy,zeek,DoS slowloris,14334,1819,1,12514,0
Wednesday,joy,zeek,Heartbleed,41,0,0,41,0
Wednesday,joy,tranalyzer,ALL,678517,239458,1069,249700,188290
Wednesday,joy,tranalyzer,BENIGN,475920,78747,724,208250,188199
Wednesday,joy,tranalyzer,DoS GoldenEye,11094,4136,0,6958,0
Wednesday,joy,tranalyzer,DoS Hulk,163756,154723,345,8618,70
Wednesday,joy,tranalyzer,DoS Slowhttptest,13372,39,0,13312,21
Wednesday,joy,tranalyzer,DoS slowloris,14334,1813,0,12521,0
Wednesday,joy,tranalyzer,Heartbleed,41,0,0,41,0
Wednesday,joy,cicflowmeter-orig,ALL,678517,98765,68561,192751,318440
Wednesday,joy,cicflowmeter-orig,BENIGN,475920,47922,32493,167022,228483
Wednesday,joy,cicflowmeter-orig,DoS GoldenEye,11094,4014,2842,1581,2657
Wednesday,joy,cicflowmeter-orig,DoS Hulk,163756,42386,33213,9649,78508
Wednesday,joy,cicflowmeter-orig,DoS Slowhttptest,13372,1145,4,7320,4903
Wednesday,joy,cicflowmeter-orig,DoS slowloris,14334,3297,4,7144,3889
Wednesday,joy,cicflowmeter-orig,Heartbleed,41,1,5,35,0
Wednesday,joy,cicflowmeter-fixed,ALL,678517,418571,3120,243975,12851
Wednesday,joy,cicflowmeter-fixed,BENIGN,475920,254932,3116,206555,11317
Wednesday,joy,cicflowmeter-fixed,DoS GoldenEye,11094,4977,0,5700,417
Wednesday,joy,cicflowmeter-fixed,DoS Hulk,163756,155647,0,7547,562
Wednesday,joy,cicflowmeter-fixed,DoS Slowhttptest,13372,599,0,12225,548
Wednesday,joy,cicflowmeter-fixed,DoS slowloris,14334,2415,0,11912,7
Wednesday,joy,cicflowmeter-fixed,Heartbleed,41,1,4,36,0
Wednesday,joy,argus,ALL,678517,144342,2,534040,133
Wednesday,joy,argus,BENIGN,475920,144342,2,331443,133
Wednesday,joy,argus,DoS GoldenEye,11094,0,0,11094,0
Wednesday,joy,argus,DoS Hulk,163756,0,0,163756,0
Wednesday,joy,argus,DoS Slowhttptest,13372,0,0,13372,0
Wednesday,joy,argus,DoS slowloris,14334,0,0,14334,0
Wednesday,joy,argus,Heartbleed,41,0,0,41,0
Wednesday,joy,go-flows,ALL,678517,148446,103762,223500,202809
Wednesday,joy,go-flows,BENIGN,475920,68523,17435,195958,194004
Wednesday,joy,go-flows,DoS GoldenEye,11094,6880,0,1656,2558
Wednesday,joy,go-flows,DoS Hulk,163756,70849,86327,6133,447
Wednesday,joy,go-flows,DoS Slowhttptest,13372,297,0,9413,3662
Wednesday,joy,go-flows,DoS slowloris,14334,1897,0,10299,2138
Wednesday,joy,go-flows,Heartbleed,41,0,0,41,0
Wednesday,joy,yaf,ALL,678517,150204,103537,232454,192322
Wednesday,joy,yaf,BENIGN,475920,70760,17420,203703,184037
Wednesday,joy,yaf,DoS GoldenEye,11094,6734,0,1802,2558
Wednesday,joy,yaf,DoS Hulk,163756,70621,86117,6547,471
Wednesday,joy,yaf,DoS Slowhttptest,13372,301,0,9403,3668
Wednesday,joy,yaf,DoS slowloris,14334,1788,0,10958,1588
Wednesday,joy,yaf,Heartbleed,41,0,0,41,0
Friday,nfstream,zeek,ALL,501096,254533,37094,310,209159
Friday,nfstream,zeek,BENIGN,275500,210922,5939,310,58329
Friday,nfstream,zeek,Bot,2199,895,1304,0,0
Friday,nfstream,zeek,DDoS,63540,33706,29834,0,0
Friday,nfstream,zeek,PortScan,159857,9010,17,0,150830
Friday,nfstream,tranalyzer,ALL,501096,253239,31524,7690,208643
Friday,nfstream,tranalyzer,BENIGN,275500,209626,371,7690,57813
Friday,nfstream,tranalyzer,Bot,2199,897,1302,0,0
Friday,nfstream,tranalyzer,DDoS,63540,33706,29834,0,0
Friday,nfstream,tranalyzer,PortScan,159857,9010,17,0,150830
Friday,nfstream,cicflowmeter-orig,ALL,501096,73763,83814,0,343519
Friday,nfstream,cicflowmeter-orig,BENIGN,275500,57372,35084,0,183044
Friday,nfstream,cicflowmeter-orig,Bot,2199,954,586,0,659
Friday,nfstream,cicflowmeter-orig,DDoS,63540,15024,48113,0,403
Friday,nfstream,cicflowmeter-orig,PortScan,159857,413,31,0,159413
Friday,nfstream,cicflowmeter-fixed,ALL,501096,251412,40145,0,209539
Friday,nfstream,cicflowmeter-fixed,BENIGN,275500,207820,8992,0,58688
Friday,nfstream,cicflowmeter-fixed,Bot,2199,897,1302,0,0
Friday,nfstream,cicflowmeter-fixed,DDoS,63540,33706,29834,0,0
Friday,nfstream,cicflowmeter-fixed,PortScan,159857,8989,17,0,150851
Friday,nfstream,argus,ALL,501096,178670,0,129365,193061
Friday,nfstream,argus,BENIGN,275500,138512,0,94583,42405
Friday,nfstream,argus,Bot,2199,2185,0,14,0
Friday,nfstream,argus,DDoS,63540,29006,0,34534,0
Friday,nfstream,argus,PortScan,159857,8967,0,234,150656
Friday,nfstream,go-flows,ALL,501096,450486,50531,4,75
Friday,nfstream,go-flows,BENIGN,275500,257099,18322,4,75
Friday,nfstream,go-flows,Bot,2199,897,1302,0,0
Friday,nfstream,go-flows,DDoS,63540,33704,29836,0,0
Friday,nfstream,go-flows,PortScan,159857,158786,1071,0,0
Friday,nfstream,yaf,ALL,501096,376795,47729,19403,57169
Friday,nfstream,yaf,BENIGN,275500,224008,16239,19399,15854
Friday,nfstream,yaf,Bot,2199,901,1298,0,0
Friday,nfstream,yaf,DDoS,63540,34115,29425,0,0
Friday,nfstream,yaf,PortScan,159857,117771,767,4,41315
Friday,nfstream,joy,ALL,501096,112097,66768,0,322231
Friday,nfstream,joy,BENIGN,275500,67189,36916,0,171395
Friday,nfstream,joy,Bot,2199,2199,0,0,0
Friday,nfstream,joy,DDoS,63540,33705,29835,0,0
Friday,nfstream,joy,PortScan,159857,9004,17,0,150836
Friday,zeek,nfstream,ALL,547334,254533,156,80754,211891
Friday,zeek,nfstream,BENIGN,285758,210922,156,15401,59279
Friday,zeek,nfstream,Bot,4964,895,0,3342,727
Friday,zeek,nfstream,DDoS,95683,33706,0,61977,0
Friday,zeek,nfstream,PortScan,160929,9010,0,34,151885
Friday,zeek,tranalyzer,ALL,547334,522360,132,23997,845
Friday,zeek,tranalyzer,BENIGN,285758,262103,132,23337,186
Friday,zeek,tranalyzer,Bot,4964,4642,0,322,0
Friday,zeek,tranalyzer,DDoS,95683,95683,0,0,0
Friday,zeek,tranalyzer,PortScan,160929,159932,0,338,659
Friday,zeek,cicflowmeter-orig,ALL,547334,100927,86427,2028,357952
Friday,zeek,cicflowmeter-orig,BENIGN,285758,58170,34540,2024,191024
Friday,zeek,cicflowmeter-orig,Bot,4964,239,1,4,4720
Friday,zeek,cicflowmeter-orig,DDoS,95683,42453,51855,0,1375
Friday,zeek,cicflowmeter-orig,PortScan,160929,65,31,0,160833
Friday,zeek,cicflowmeter-fixed,ALL,547334,520487,8596,16906,1345
Friday,zeek,cicflowmeter-fixed,BENIGN,285758,260661,8596,15604,897
Friday,zeek,cicflowmeter-fixed,Bot,4964,4671,0,264,29
Friday,zeek,cicflowmeter-fixed,DDoS,95683,95683,0,0,0
Friday,zeek,cicflowmeter-fixed,PortScan,160929,159472,0,1038,419
Friday,zeek,argus,ALL,547334,352370,0,194137,827
Friday,zeek,argus,BENIGN,285758,163894,0,121664,200
Friday,zeek,argus,Bot,4964,729,0,4235,0
Friday,zeek,argus,DDoS,95683,28977,0,66706,0
Friday,zeek,argus,PortScan,160929,158770,0,1532,627
Friday,zeek,go-flows,ALL,547334,305004,14253,14875,213202
Friday,zeek,go-flows,BENIGN,285758,197352,14251,14871,59284
Friday,zeek,go-flows,Bot,4964,3167,0,4,1793
Friday,zeek,go-flows,DDoS,95683,95681,2,0,0
Friday,zeek,go-flows,PortScan,160929,8804,0,0,152125
Friday,zeek,yaf,ALL,547334,288470,14125,32339,212400
Friday,zeek,yaf,BENIGN,285758,181823,14123,31360,58452
Friday,zeek,yaf,Bot,4964,3166,0,4,1794
Friday,zeek,yaf,DDoS,95683,94708,2,973,0
Friday,zeek,yaf,PortScan,160929,8773,0,2,152154
Friday,zeek,joy,ALL,547334,478904,50049,10268,8113
Friday,zeek,joy,BENIGN,285758,240220,36755,1298,7485
Friday,zeek,joy,Bot,4964,736,0,4228,0
Friday,zeek,joy,DDoS,95683,78047,13294,4342,0
Friday,zeek,joy,PortScan,160929,159901,0,400,628
Friday,tranalyzer,nfstream,ALL,534147,253239,3135,66398,211375
Friday,tranalyzer,nfstream,BENIGN,273560,209626,3135,1049,59750
Friday,tranalyzer,nfstream,Bot,4803,897,0,3338,568
Friday,tranalyzer,nfstream,DDoS,95683,33706,0,61977,0
Friday,tranalyzer,nfstream,PortScan,160101,9010,0,34,151057
Friday,tranalyzer,zeek,ALL,534147,522360,9128,262,2397
Friday,tranalyzer,zeek,BENIGN,273560,262103,8798,262,2397
Friday,tranalyzer,zeek,Bot,4803,4642,161,0,0
Friday,tranalyzer,zeek,DDoS,95683,95683,0,0,0
Friday,tranalyzer,zeek,PortScan,160101,159932,169,0,0
Friday,tranalyzer,cicflowmeter-orig,ALL,534147,101208,87588,16,345335
Friday,tranalyzer,cicflowmeter-orig,BENIGN,273560,58451,35701,16,179392
Friday,tranalyzer,cicflowmeter-orig,Bot,4803,239,1,0,4563
Friday,tranalyzer,cicflowmeter-orig,DDoS,95683,42453,51855,0,1375
Friday,tranalyzer,cicflowmeter-orig,PortScan,160101,65,31,0,160005
Friday,tranalyzer,cicflowmeter-fixed,ALL,534147,490671,11840,1251,30385
Friday,tranalyzer,cicflowmeter-fixed,BENIGN,273560,252055,11840,1249,8416
Friday,tranalyzer,cicflowmeter-fixed,Bot,4803,4243,0,0,560
Friday,tranalyzer,cicflowmeter-fixed,DDoS,95683,95683,0,0,0
Friday,tranalyzer,cicflowmeter-fixed,PortScan,160101,138690,0,2,21409
Friday,tranalyzer,argus,ALL,534147,352453,0,179377,2317
Friday,tranalyzer,argus,BENIGN,273560,164145,0,107629,1786
Friday,tranalyzer,argus,Bot,4803,890,0,3913,0
Friday,tranalyzer,argus,DDoS,95683,28977,0,66706,0
Friday,tranalyzer,argus,PortScan,160101,158441,0,1129,531
Friday,tranalyzer,go-flows,ALL,534147,305199,15906,3,213039
Friday,tranalyzer,go-flows,BENIGN,273560,197584,15865,3,60108
Friday,tranalyzer,go-flows,Bot,4803,3169,0,0,1634
Friday,tranalyzer,go-flows,DDoS,95683,95642,41,0,0
Friday,tranalyzer,go-flows,PortScan,160101,8804,0,0,151297
Friday,tranalyzer,yaf,ALL,534147,296135,12876,12452,212684
Friday,tranalyzer,yaf,BENIGN,273560,189545,12837,11480,59698
Friday,tranalyzer,yaf,Bot,4803,3168,0,0,1635
Friday,tranalyzer,yaf,DDoS,95683,94672,39,972,0
Friday,tranalyzer,yaf,PortScan,160101,8750,0,0,151351
Friday,tranalyzer,joy,ALL,534147,303568,53560,9634,167385
Friday,tranalyzer,joy,BENIGN,273560,66970,38308,1429,166853
Friday,tranalyzer,joy,Bot,4803,897,0,3906,0
Friday,tranalyzer,joy,DDoS,95683,76132,15252,4299,0
Friday,tranalyzer,joy,PortScan,160101,159569,0,0,532
Friday,cicflowmeter-orig,nfstream,ALL,695256,73763,0,225328,396165
Friday,cicflowmeter-orig,nfstream,BENIGN,340171,57372,0,78349,204450
Friday,cicflowmeter-orig,nfstream,Bot,4802,954,0,1173,2675
Friday,cicflowmeter-orig,nfstream,DDoS,190259,15024,0,145744,29491
Friday,cicflowmeter-orig,nfstream,PortScan,160024,413,0,62,159549
Friday,cicflowmeter-orig,zeek,ALL,695256,100927,926,179709,413694
Friday,cicflowmeter-orig,zeek,BENIGN,340171,58170,921,75879,205201
Friday,cicflowmeter-orig,zeek,Bot,4802,239,2,2,4559
Friday,cicflowmeter-orig,zeek,DDoS,190259,42453,3,103766,44037
Friday,cicflowmeter-orig,zeek,PortScan,160024,65,0,62,159897
Friday,cicflowmeter-orig,tranalyzer,ALL,695256,101208,18,184611,409419
Friday,cicflowmeter-orig,tranalyzer,BENIGN,340171,58451,15,80781,200924
Friday,cicflowmeter-orig,tranalyzer,Bot,4802,239,0,2,4561
Friday,cicflowmeter-orig,tranalyzer,DDoS,190259,42453,3,103766,44037
Friday,cicflowmeter-orig,tranalyzer,PortScan,160024,65,0,62,159897
Friday,cicflowmeter-orig,cicflowmeter-fixed,ALL,695256,117289,400,162823,414744
Friday,cicflowmeter-orig,cicflowmeter-fixed,BENIGN,340171,74530,397,58993,206251
Friday,cicflowmeter-orig,cicflowmeter-fixed,Bot,4802,241,0,2,4559
Friday,cicflowmeter-orig,cicflowmeter-fixed,DDoS,190259,42453,3,103766,44037
Friday,cicflowmeter-orig,cicflowmeter-fixed,PortScan,160024,65,0,62,159897
Friday,cicflowmeter-orig,argus,ALL,695256,75872,0,305982,313402
Friday,cicflowmeter-orig,argus,BENIGN,340171,61617,0,148108,130446
Friday,cicflowmeter-orig,argus,Bot,4802,954,0,1177,2671
Friday,cicflowmeter-orig,argus,DDoS,190259,12820,0,156617,20822
Friday,cicflowmeter-orig,argus,PortScan,160024,481,0,80,159463
Friday,cicflowmeter-orig,go-flows,ALL,695256,100221,203,181541,413291
Friday,cicflowmeter-orig,go-flows,BENIGN,340171,57381,198,77660,204932
Friday,cicflowmeter-orig,go-flows,Bot,4802,243,0,4,4555
Friday,cicflowmeter-orig,go-flows,DDoS,190259,42429,4,103815,44011
Friday,cicflowmeter-orig,go-flows,PortScan,160024,168,1,62,159793
Friday,cicflowmeter-orig,yaf,ALL,695256,102257,203,189443,403353
Friday,cicflowmeter-orig,yaf,BENIGN,340171,59812,198,84943,195218
Friday,cicflowmeter-orig,yaf,Bot,4802,243,0,4,4555
Friday,cicflowmeter-orig,yaf,DDoS,190259,42032,4,104434,43789
Friday,cicflowmeter-orig,yaf,PortScan,160024,170,1,62,159791
Friday,cicflowmeter-orig,joy,ALL,695256,82861,36444,154958,420993
Friday,cicflowmeter-orig,joy,BENIGN,340171,41286,36444,46955,215486
Friday,cicflowmeter-orig,joy,Bot,4802,954,0,1170,2678
Friday,cicflowmeter-orig,joy,DDoS,190259,40556,0,106771,42932
Friday,cicflowmeter-orig,joy,PortScan,160024,65,0,62,159897
Friday,cicflowmeter-fixed,nfstream,ALL,548602,251412,31,86631,210528
Friday,cicflowmeter-fixed,nfstream,BENIGN,288016,207820,31,21282,58883
Friday,cicflowmeter-fixed,nfstream,Bot,4803,897,0,3338,568
Friday,cicflowmeter-fixed,nfstream,DDoS,95683,33706,0,61977,0
Friday,cicflowmeter-fixed,nfstream,PortScan,160100,8989,0,34,151077
Friday,cicflowmeter-fixed,zeek,ALL,548602,520487,8164,19159,792
Friday,cicflowmeter-fixed,zeek,BENIGN,288016,260661,7513,19159,683
Friday,cicflowmeter-fixed,zeek,Bot,4803,4671,132,0,0
Friday,cicflowmeter-fixed,zeek,DDoS,95683,95683,0,0,0
Friday,cicflowmeter-fixed,zeek,PortScan,160100,159472,519,0,109
Friday,cicflowmeter-fixed,tranalyzer,ALL,548602,490671,542,28485,28904
Friday,cicflowmeter-fixed,tranalyzer,BENIGN,288016,252055,541,28485,6935
Friday,cicflowmeter-fixed,tranalyzer,Bot,4803,4243,0,0,560
Friday,cicflowmeter-fixed,tranalyzer,DDoS,95683,95683,0,0,0
Friday,cicflowmeter-fixed,tranalyzer,PortScan,160100,138690,1,0,21409
Friday,cicflowmeter-fixed,cicflowmeter-orig,ALL,548602,117289,80136,128,351049
Friday,cicflowmeter-fixed,cicflowmeter-orig,BENIGN,288016,74530,28249,128,185109
Friday,cicflowmeter-fixed,cicflowmeter-orig,Bot,4803,241,1,0,4561
Friday,cicflowmeter-fixed,cicflowmeter-orig,DDoS,95683,42453,51855,0,1375
Friday,cicflowmeter-fixed,cicflowmeter-orig,PortScan,160100,65,31,0,160004
Friday,cicflowmeter-fixed,argus,ALL,548602,344456,0,203253,893
Friday,cicflowmeter-fixed,argus,BENIGN,288016,155862,0,131505,649
Friday,cicflowmeter-fixed,argus,Bot,4803,890,0,3913,0
Friday,cicflowmeter-fixed,argus,DDoS,95683,28977,0,66706,0
Friday,cicflowmeter-fixed,argus,PortScan,160100,158727,0,1129,244
Friday,cicflowmeter-fixed,go-flows,ALL,548602,299280,17998,19354,211970
Friday,cicflowmeter-fixed,go-flows,BENIGN,288016,191680,17956,19354,59026
Friday,cicflowmeter-fixed,go-flows,Bot,4803,3169,0,0,1634
Friday,cicflowmeter-fixed,go-flows,DDoS,95683,95642,41,0,0
Friday,cicflowmeter-fixed,go-flows,PortScan,160100,8789,1,0,151310
Friday,cicflowmeter-fixed,yaf,ALL,548602,281337,17983,38409,210873
Friday,cicflowmeter-fixed,yaf,BENIGN,288016,174702,17943,37437,57934
Friday,cicflowmeter-fixed,yaf,Bot,4803,3168,0,0,1635
Friday,cicflowmeter-fixed,yaf,DDoS,95683,94672,39,972,0
Friday,cicflowmeter-fixed,yaf,PortScan,160100,8795,1,0,151304
Friday,cicflowmeter-fixed,joy,ALL,548602,448647,59542,9796,30617
Friday,cicflowmeter-fixed,joy,BENIGN,288016,230374,46956,1708,8978
Friday,cicflowmeter-fixed,joy,Bot,4803,897,0,3736,170
Friday,cicflowmeter-fixed,joy,DDoS,95683,78745,12586,4352,0
Friday,cicflowmeter-fixed,joy,PortScan,160100,138631,0,0,21469
Friday,argus,nfstream,ALL,397060,178670,34802,0,183588
Friday,argus,nfstream,BENIGN,189984,138512,18308,0,33164
Friday,argus,nfstream,Bot,2192,2185,7,0,0
Friday,argus,nfstream,DDoS,45206,28977,16229,0,0
Friday,argus,nfstream,PortScan,159678,8996,258,0,150424
Friday,argus,zeek,ALL,397060,352370,44620,0,70
Friday,argus,zeek,BENIGN,189984,163894,26020,0,70
Friday,argus,zeek,Bot,2192,729,1463,0,0
Friday,argus,zeek,DDoS,45206,28977,16229,0,0
Friday,argus,zeek,PortScan,159678,158770,908,0,0
Friday,argus,tranalyzer,ALL,397060,352453,44007,0,600
Friday,argus,tranalyzer,BENIGN,189984,164145,25769,0,70
Friday,argus,tranalyzer,Bot,2192,890,1302,0,0
Friday,argus,tranalyzer,DDoS,45206,28977,16229,0,0
Friday,argus,tranalyzer,PortScan,159678,158441,707,0,530
Friday,argus,cicflowmeter-orig,ALL,397060,75872,76127,0,245061
Friday,argus,cicflowmeter-orig,BENIGN,189984,61617,43198,0,85169
Friday,argus,cicflowmeter-orig,Bot,2192,954,585,0,653
Friday,argus,cicflowmeter-orig,DDoS,45206,12819,32071,0,316
Friday,argus,cicflowmeter-orig,PortScan,159678,482,273,0,158923
Friday,argus,cicflowmeter-fixed,ALL,397060,344456,52159,0,445
Friday,argus,cicflowmeter-fixed,BENIGN,189984,155862,33921,0,201
Friday,argus,cicflowmeter-fixed,Bot,2192,890,1302,0,0
Friday,argus,cicflowmeter-fixed,DDoS,45206,28977,16229,0,0
Friday,argus,cicflowmeter-fixed,PortScan,159678,158727,707,0,244
Friday,argus,go-flows,ALL,397060,159243,54228,0,183589
Friday,argus,go-flows,BENIGN,189984,120395,36425,0,33164
Friday,argus,go-flows,Bot,2192,890,1302,0,0
Friday,argus,go-flows,DDoS,45206,28975,16231,0,0
Friday,argus,go-flows,PortScan,159678,8983,270,0,150425
Friday,argus,yaf,ALL,397060,159589,53765,0,183706
Friday,argus,yaf,BENIGN,189984,120773,35963,0,33248
Friday,argus,yaf,Bot,2192,890,1302,0,0
Friday,argus,yaf,DDoS,45206,28976,16230,0,0
Friday,argus,yaf,PortScan,159678,8950,270,0,150458
Friday,argus,joy,ALL,397060,313319,83704,2,35
Friday,argus,joy,BENIGN,189984,127981,61966,2,35
Friday,argus,joy,Bot,2192,2185,7,0,0
Friday,argus,joy,DDoS,45206,24183,21023,0,0
Friday,argus,joy,PortScan,159678,158970,708,0,0
Friday,go-flows,nfstream,ALL,570138,450486,2,119580,70
Friday,go-flows,nfstream,BENIGN,308674,257099,2,51503,70
Friday,go-flows,nfstream,Bot,4803,897,0,3906,0
Friday,go-flows,nfstream,DDoS,95732,33704,0,62028,0
Friday,go-flows,nfstream,PortScan,160929,158786,0,2143,0
Friday,go-flows,zeek,ALL,570138,305004,5764,41908,217462
