day,tool_a,tool_b,class,n,c_1to1,c_split,c_merge,c_unmatched
Friday,go-flows,zeek,BENIGN,308674,197352,5762,41904,63656
Friday,go-flows,zeek,Bot,4803,3167,2,0,1634
Friday,go-flows,zeek,DDoS,95732,95681,0,4,47
Friday,go-flows,zeek,PortScan,160929,8804,0,0,152125
Friday,go-flows,tranalyzer,ALL,570138,305199,3,47053,217883
Friday,go-flows,tranalyzer,BENIGN,308674,197584,3,46963,64124
Friday,go-flows,tranalyzer,Bot,4803,3169,0,0,1634
Friday,go-flows,tranalyzer,DDoS,95732,95642,0,90,0
Friday,go-flows,tranalyzer,PortScan,160929,8804,0,0,152125
Friday,go-flows,cicflowmeter-orig,ALL,570138,100221,86924,447,382546
Friday,go-flows,cicflowmeter-orig,BENIGN,308674,57381,35011,441,215841
Friday,go-flows,cicflowmeter-orig,Bot,4803,243,2,0,4558
Friday,go-flows,cicflowmeter-orig,DDoS,95732,42429,51880,4,1419
Friday,go-flows,cicflowmeter-orig,PortScan,160929,168,31,2,160728
Friday,go-flows,cicflowmeter-fixed,ALL,570138,299280,8810,49130,212918
Friday,go-flows,cicflowmeter-fixed,BENIGN,308674,191680,8810,49038,59146
Friday,go-flows,cicflowmeter-fixed,Bot,4803,3169,0,0,1634
Friday,go-flows,cicflowmeter-fixed,DDoS,95732,95642,0,90,0
Friday,go-flows,cicflowmeter-fixed,PortScan,160929,8789,0,2,152138
Friday,go-flows,argus,ALL,570138,159243,0,216215,194680
Friday,go-flows,argus,BENIGN,308674,120395,0,145807,42472
Friday,go-flows,argus,Bot,4803,890,0,3422,491
Friday,go-flows,argus,DDoS,95732,29004,0,66728,0
Friday,go-flows,argus,PortScan,160929,8954,0,258,151717
Friday,go-flows,yaf,ALL,570138,449587,32343,25435,62773
Friday,go-flows,yaf,BENIGN,308674,232407,31199,24410,20658
Friday,go-flows,yaf,Bot,4803,4361,0,0,442
Friday,go-flows,yaf,DDoS,95732,94738,6,973,15
Friday,go-flows,yaf,PortScan,160929,118081,1138,52,41658
Friday,go-flows,joy,ALL,570138,160268,36911,43716,329243
Friday,go-flows,joy,BENIGN,308674,59557,36895,35598,176624
Friday,go-flows,joy,Bot,4803,897,0,3412,494
Friday,go-flows,joy,DDoS,95732,91010,16,4706,0
Friday,go-flows,joy,PortScan,160929,8804,0,0,152125
Friday,yaf,nfstream,ALL,558093,376795,8184,113348,59766
Friday,yaf,nfstream,BENIGN,297158,224008,8182,46912,18056
Friday,yaf,nfstream,Bot,4803,901,0,3777,125
Friday,yaf,nfstream,DDoS,95241,34115,0,61124,2
Friday,yaf,nfstream,PortScan,160891,117771,2,1535,41583
Friday,yaf,zeek,ALL,558093,288470,12096,41604,215923
Friday,yaf,zeek,BENIGN,297158,181823,11608,41600,62127
Friday,yaf,zeek,Bot,4803,3166,2,0,1635
Friday,yaf,zeek,DDoS,95241,94708,485,4,44
Friday,yaf,zeek,PortScan,160891,8773,1,0,152117
Friday,yaf,tranalyzer,ALL,558093,296135,5617,39674,216667
Friday,yaf,tranalyzer,BENIGN,297158,189545,5132,39590,62891
Friday,yaf,tranalyzer,Bot,4803,3168,0,0,1635
Friday,yaf,tranalyzer,DDoS,95241,94672,485,84,0
Friday,yaf,tranalyzer,PortScan,160891,8750,0,0,152141
Friday,yaf,cicflowmeter-orig,ALL,558093,102257,89423,447,365966
Friday,yaf,cicflowmeter-orig,BENIGN,297158,59812,37577,441,199328
Friday,yaf,cicflowmeter-orig,Bot,4803,243,2,0,4558
Friday,yaf,cicflowmeter-orig,DDoS,95241,42032,51813,4,1392
Friday,yaf,cicflowmeter-orig,PortScan,160891,170,31,2,160688
Friday,yaf,cicflowmeter-fixed,ALL,558093,281337,16748,49051,210957
Friday,yaf,cicflowmeter-fixed,BENIGN,297158,174702,16263,48965,57228
Friday,yaf,cicflowmeter-fixed,Bot,4803,3168,0,0,1635
Friday,yaf,cicflowmeter-fixed,DDoS,95241,94672,485,84,0
Friday,yaf,cicflowmeter-fixed,PortScan,160891,8795,0,2,152094
Friday,yaf,argus,ALL,558093,159589,0,203700,194804
Friday,yaf,argus,BENIGN,297158,120773,0,133784,42601
Friday,yaf,argus,Bot,4803,890,0,3422,491
Friday,yaf,argus,DDoS,95241,29005,0,66236,0
Friday,yaf,argus,PortScan,160891,8921,0,258,151712
Friday,yaf,go-flows,ALL,558093,449587,41029,4957,62520
Friday,yaf,go-flows,BENIGN,297158,232407,39374,4957,20420
Friday,yaf,go-flows,Bot,4803,4361,0,0,442
Friday,yaf,go-flows,DDoS,95241,94738,491,0,12
Friday,yaf,go-flows,PortScan,160891,118081,1164,0,41646
Friday,yaf,joy,ALL,558093,160552,39734,43543,314264
Friday,yaf,joy,BENIGN,297158,60727,39264,35538,161629
Friday,yaf,joy,Bot,4803,897,0,3412,494
Friday,yaf,joy,DDoS,95241,90178,470,4593,0
Friday,yaf,joy,PortScan,160891,8750,0,0,152141
Friday,joy,nfstream,ALL,695167,112097,0,242400,340670
Friday,joy,nfstream,BENIGN,424242,67189,0,178097,178956
Friday,joy,nfstream,Bot,2199,2199,0,0,0
Friday,joy,nfstream,DDoS,108625,33705,0,64269,10651
Friday,joy,nfstream,PortScan,160101,9004,0,34,151063
Friday,joy,zeek,ALL,695167,478904,4510,202033,9720
Friday,joy,zeek,BENIGN,424242,240220,537,175723,7762
Friday,joy,zeek,Bot,2199,736,1463,0,0
Friday,joy,zeek,DDoS,108625,78047,2310,26310,1958
Friday,joy,zeek,PortScan,160101,159901,200,0,0
Friday,joy,tranalyzer,ALL,695167,303568,4195,213382,174022
Friday,joy,tranalyzer,BENIGN,424242,66970,583,183199,173490
Friday,joy,tranalyzer,Bot,2199,897,1302,0,0
Friday,joy,tranalyzer,DDoS,108625,76132,2310,30183,0
Friday,joy,tranalyzer,PortScan,160101,159569,0,0,532
Friday,joy,cicflowmeter-orig,ALL,695167,82861,79447,144121,388738
Friday,joy,cicflowmeter-orig,BENIGN,424242,41286,27134,144121,211701
Friday,joy,cicflowmeter-orig,Bot,2199,954,585,0,660
Friday,joy,cicflowmeter-orig,DDoS,108625,40556,51697,0,16372
Friday,joy,cicflowmeter-orig,PortScan,160101,65,31,0,160005
Friday,joy,cicflowmeter-fixed,ALL,695167,448647,6498,205141,34881
Friday,joy,cicflowmeter-fixed,BENIGN,424242,230374,2886,180237,10745
Friday,joy,cicflowmeter-fixed,Bot,2199,897,1302,0,0
Friday,joy,cicflowmeter-fixed,DDoS,108625,78745,2310,24904,2666
Friday,joy,cicflowmeter-fixed,PortScan,160101,138631,0,0,21470
Friday,joy,argus,ALL,695167,313319,18,381672,158
Friday,joy,argus,BENIGN,424242,127981,18,296085,158
Friday,joy,argus,Bot,2199,2185,0,14,0
Friday,joy,argus,DDoS,108625,24183,0,84442,0
Friday,joy,argus,PortScan,160101,158970,0,1131,0
Friday,joy,go-flows,ALL,695167,160268,17039,172370,345490
Friday,joy,go-flows,BENIGN,424242,59557,13390,172338,178957
Friday,joy,go-flows,Bot,2199,897,1302,0,0
Friday,joy,go-flows,DDoS,108625,91010,2347,32,15236
Friday,joy,go-flows,PortScan,160101,8804,0,0,151297
Friday,joy,yaf,ALL,695167,160552,16993,180755,336867
Friday,joy,yaf,BENIGN,424242,60727,13376,179792,170347
Friday,joy,yaf,Bot,2199,897,1302,0,0
Friday,joy,yaf,DDoS,108625,90178,2315,963,15169
Friday,joy,yaf,PortScan,160101,8750,0,0,151351
Tuesday,nfstream,zeek,ALL,308349,244426,7999,882,55042
Tuesday,nfstream,zeek,BENIGN,301366,237467,7999,858,55042
Tuesday,nfstream,zeek,FTP-Patator,4003,3981,0,22,0
Tuesday,nfstream,zeek,SSH-Patator,2980,2978,0,2,0
Tuesday,nfstream,tranalyzer,ALL,308349,242600,699,10789,54261
Tuesday,nfstream,tranalyzer,BENIGN,301366,235639,699,10767,54261
Tuesday,nfstream,tranalyzer,FTP-Patator,4003,3981,0,22,0
Tuesday,nfstream,tranalyzer,SSH-Patator,2980,2980,0,0,0
Tuesday,nfstream,cicflowmeter-orig,ALL,308349,67329,45552,0,195468
Tuesday,nfstream,cicflowmeter-orig,BENIGN,301366,67286,38639,0,195441
Tuesday,nfstream,cicflowmeter-orig,FTP-Patator,4003,18,3977,0,8
Tuesday,nfstream,cicflowmeter-orig,SSH-Patator,2980,25,2936,0,19
Tuesday,nfstream,cicflowmeter-fixed,ALL,308349,243031,9751,0,55567
Tuesday,nfstream,cicflowmeter-fixed,BENIGN,301366,236056,9743,0,55567
Tuesday,nfstream,cicflowmeter-fixed,FTP-Patator,4003,4003,0,0,0
Tuesday,nfstream,cicflowmeter-fixed,SSH-Patator,2980,2972,8,0,0
Tuesday,nfstream,argus,ALL,308349,161484,0,108278,38587
Tuesday,nfstream,argus,BENIGN,301366,154525,0,108254,38587
Tuesday,nfstream,argus,FTP-Patator,4003,3981,0,22,0
Tuesday,nfstream,argus,SSH-Patator,2980,2978,0,2,0
Tuesday,nfstream,go-flows,ALL,308349,276500,31650,8,191
Tuesday,nfstream,go-flows,BENIGN,301366,273514,27653,8,191
Tuesday,nfstream,go-flows,FTP-Patator,4003,32,3971,0,0
Tuesday,nfstream,go-flows,SSH-Patator,2980,2954,26,0,0
Tuesday,nfstream,yaf,ALL,308349,240170,28058,25043,15078
Tuesday,nfstream,yaf,BENIGN,301366,236688,24579,25021,15078
Tuesday,nfstream,yaf,FTP-Patator,4003,523,3458,22,0
Tuesday,nfstream,yaf,SSH-Patator,2980,2959,21,0,0
Tuesday,nfstream,joy,ALL,308349,90874,38328,0,179147
Tuesday,nfstream,joy,BENIGN,301366,83901,38318,0,179147
Tuesday,nfstream,joy,FTP-Patator,4003,4003,0,0,0
Tuesday,nfstream,joy,SSH-Patator,2980,2970,10,0,0
Tuesday,zeek,nfstream,ALL,323325,244426,400,22314,56185
Tuesday,zeek,nfstream,BENIGN,316354,237467,388,22314,56185
Tuesday,zeek,nfstream,FTP-Patator,3992,3981,11,0,0
Tuesday,zeek,nfstream,SSH-Patator,2979,2978,1,0,0
Tuesday,zeek,tranalyzer,ALL,323325,291038,204,31893,190
Tuesday,zeek,tranalyzer,BENIGN,316354,284068,203,31893,190
Tuesday,zeek,tranalyzer,FTP-Patator,3992,3992,0,0,0
Tuesday,zeek,tranalyzer,SSH-Patator,2979,2978,1,0,0
Tuesday,zeek,cicflowmeter-orig,ALL,323325,68785,44540,2967,207033
Tuesday,zeek,cicflowmeter-orig,BENIGN,316354,68758,37615,2967,207014
Tuesday,zeek,cicflowmeter-orig,FTP-Patator,3992,4,3988,0,0
Tuesday,zeek,cicflowmeter-orig,SSH-Patator,2979,23,2937,0,19
Tuesday,zeek,cicflowmeter-fixed,ALL,323325,292077,8881,21184,1183
Tuesday,zeek,cicflowmeter-fixed,BENIGN,316354,285126,8861,21184,1183
Tuesday,zeek,cicflowmeter-fixed,FTP-Patator,3992,3981,11,0,0
Tuesday,zeek,cicflowmeter-fixed,SSH-Patator,2979,2970,9,0,0
Tuesday,zeek,argus,ALL,323325,182977,0,140140,208
Tuesday,zeek,argus,BENIGN,316354,176006,0,140140,208
Tuesday,zeek,argus,FTP-Patator,3992,3992,0,0,0
Tuesday,zeek,argus,SSH-Patator,2979,2979,0,0,0
Tuesday,zeek,go-flows,ALL,323325,222884,23423,20829,56189
Tuesday,zeek,go-flows,BENIGN,316354,219810,19526,20829,56189
Tuesday,zeek,go-flows,FTP-Patator,3992,115,3877,0,0
Tuesday,zeek,go-flows,SSH-Patator,2979,2959,20,0,0
Tuesday,zeek,yaf,ALL,323325,203398,23071,41550,55306
Tuesday,zeek,yaf,BENIGN,316354,200311,19187,41550,55306
Tuesday,zeek,yaf,FTP-Patator,3992,128,3864,0,0
Tuesday,zeek,yaf,SSH-Patator,2979,2959,20,0,0
Tuesday,zeek,joy,ALL,323325,274403,37785,2541,8596
Tuesday,zeek,joy,BENIGN,316354,267454,37763,2541,8596
Tuesday,zeek,joy,FTP-Patator,3992,3981,11,0,0
Tuesday,zeek,joy,SSH-Patator,2979,2968,11,0,0
Tuesday,tranalyzer,nfstream,ALL,305359,242600,4331,2014,56414
Tuesday,tranalyzer,nfstream,BENIGN,298387,235639,4320,2014,56414
Tuesday,tranalyzer,nfstream,FTP-Patator,3992,3981,11,0,0
Tuesday,tranalyzer,nfstream,SSH-Patator,2980,2980,0,0,0
Tuesday,tranalyzer,zeek,ALL,305359,291038,11244,414,2663
Tuesday,tranalyzer,zeek,BENIGN,298387,284068,11244,412,2663
Tuesday,tranalyzer,zeek,FTP-Patator,3992,3992,0,0,0
Tuesday,tranalyzer,zeek,SSH-Patator,2980,2978,0,2,0
Tuesday,tranalyzer,cicflowmeter-orig,ALL,305359,68226,46493,23,190617
Tuesday,tranalyzer,cicflowmeter-orig,BENIGN,298387,68197,39569,23,190598
Tuesday,tranalyzer,cicflowmeter-orig,FTP-Patator,3992,4,3988,0,0
Tuesday,tranalyzer,cicflowmeter-orig,SSH-Patator,2980,25,2936,0,19
Tuesday,tranalyzer,cicflowmeter-fixed,ALL,305359,281214,13245,1763,9137
Tuesday,tranalyzer,cicflowmeter-fixed,BENIGN,298387,274261,13226,1763,9137
Tuesday,tranalyzer,cicflowmeter-fixed,FTP-Patator,3992,3981,11,0,0
Tuesday,tranalyzer,cicflowmeter-fixed,SSH-Patator,2980,2972,8,0,0
Tuesday,tranalyzer,argus,ALL,305359,183344,0,120166,1849
Tuesday,tranalyzer,argus,BENIGN,298387,176374,0,120164,1849
Tuesday,tranalyzer,argus,FTP-Patator,3992,3992,0,0,0
Tuesday,tranalyzer,argus,SSH-Patator,2980,2978,0,2,0
Tuesday,tranalyzer,go-flows,ALL,305359,218249,30192,5,56913
Tuesday,tranalyzer,go-flows,BENIGN,298387,215181,26288,5,56913
Tuesday,tranalyzer,go-flows,FTP-Patator,3992,114,3878,0,0
Tuesday,tranalyzer,go-flows,SSH-Patator,2980,2954,26,0,0
Tuesday,tranalyzer,yaf,ALL,305359,207690,26261,14997,56411
Tuesday,tranalyzer,yaf,BENIGN,298387,204609,22370,14997,56411
Tuesday,tranalyzer,yaf,FTP-Patator,3992,127,3865,0,0
Tuesday,tranalyzer,yaf,SSH-Patator,2980,2954,26,0,0
Tuesday,tranalyzer,joy,ALL,305359,88896,40356,2902,173205
Tuesday,tranalyzer,joy,BENIGN,298387,81945,40335,2902,173205
Tuesday,tranalyzer,joy,FTP-Patator,3992,3981,11,0,0
Tuesday,tranalyzer,joy,SSH-Patator,2980,2970,10,0,0
Tuesday,cicflowmeter-orig,nfstream,ALL,386846,67329,0,102119,217398
Tuesday,cicflowmeter-orig,nfstream,BENIGN,370436,67286,0,85823,217327
Tuesday,cicflowmeter-orig,nfstream,FTP-Patator,10456,18,0,10419,19
Tuesday,cicflowmeter-orig,nfstream,SSH-Patator,5954,25,0,5877,52
Tuesday,cicflowmeter-orig,zeek,ALL,386846,68785,1339,98590,218132
Tuesday,cicflowmeter-orig,zeek,BENIGN,370436,68758,1339,82259,218080
Tuesday,cicflowmeter-orig,zeek,FTP-Patator,10456,4,0,10452,0
Tuesday,cicflowmeter-orig,zeek,SSH-Patator,5954,23,0,5879,52
Tuesday,cicflowmeter-orig,tranalyzer,ALL,386846,68226,21,106283,212316
Tuesday,cicflowmeter-orig,tranalyzer,BENIGN,370436,68197,21,89954,212264
Tuesday,cicflowmeter-orig,tranalyzer,FTP-Patator,10456,4,0,10452,0
Tuesday,cicflowmeter-orig,tranalyzer,SSH-Patator,5954,25,0,5877,52
Tuesday,cicflowmeter-orig,cicflowmeter-fixed,ALL,386846,85568,393,81095,219790
Tuesday,cicflowmeter-orig,cicflowmeter-fixed,BENIGN,370436,85518,393,64815,219710
Tuesday,cicflowmeter-orig,cicflowmeter-fixed,FTP-Patator,10456,17,0,10419,20
Tuesday,cicflowmeter-orig,cicflowmeter-fixed,SSH-Patator,5954,33,0,5861,60
Tuesday,cicflowmeter-orig,argus,ALL,386846,69036,0,183387,134423
Tuesday,cicflowmeter-orig,argus,BENIGN,370436,69009,0,167056,134371
Tuesday,cicflowmeter-orig,argus,FTP-Patator,10456,4,0,10452,0
Tuesday,cicflowmeter-orig,argus,SSH-Patator,5954,23,0,5879,52
Tuesday,cicflowmeter-orig,go-flows,ALL,386846,67555,237,100962,218092
Tuesday,cicflowmeter-orig,go-flows,BENIGN,370436,67512,232,84671,218021
Tuesday,cicflowmeter-orig,go-flows,FTP-Patator,10456,18,5,10414,19
Tuesday,cicflowmeter-orig,go-flows,SSH-Patator,5954,25,0,5877,52
Tuesday,cicflowmeter-orig,yaf,ALL,386846,69899,237,111107,205603
Tuesday,cicflowmeter-orig,yaf,BENIGN,370436,69870,232,94783,205551
Tuesday,cicflowmeter-orig,yaf,FTP-Patator,10456,4,5,10447,0
Tuesday,cicflowmeter-orig,yaf,SSH-Patator,5954,25,0,5877,52
Tuesday,cicflowmeter-orig,joy,ALL,386846,48744,38608,70139,229355
Tuesday,cicflowmeter-orig,joy,BENIGN,370436,48694,38608,53859,229275
Tuesday,cicflowmeter-orig,joy,FTP-Patator,10456,17,0,10419,20
Tuesday,cicflowmeter-orig,joy,SSH-Patator,5954,33,0,5861,60
Tuesday,cicflowmeter-fixed,nfstream,ALL,322538,243031,43,23641,55823
Tuesday,cicflowmeter-fixed,nfstream,BENIGN,315547,236056,43,23625,55823
Tuesday,cicflowmeter-fixed,nfstream,FTP-Patator,4003,4003,0,0,0
Tuesday,cicflowmeter-fixed,nfstream,SSH-Patator,2988,2972,0,16,0
Tuesday,cicflowmeter-fixed,zeek,ALL,322538,292077,9865,20029,567
Tuesday,cicflowmeter-fixed,zeek,BENIGN,315547,285126,9865,19989,567
Tuesday,cicflowmeter-fixed,zeek,FTP-Patator,4003,3981,0,22,0
Tuesday,cicflowmeter-fixed,zeek,SSH-Patator,2988,2970,0,18,0
Tuesday,cicflowmeter-fixed,tranalyzer,ALL,322538,281214,803,32863,7658
Tuesday,cicflowmeter-fixed,tranalyzer,BENIGN,315547,274261,803,32825,7658
Tuesday,cicflowmeter-fixed,tranalyzer,FTP-Patator,4003,3981,0,22,0
Tuesday,cicflowmeter-fixed,tranalyzer,SSH-Patator,2988,2972,0,16,0
Tuesday,cicflowmeter-fixed,cicflowmeter-orig,ALL,322538,85568,38279,129,198562
Tuesday,cicflowmeter-fixed,cicflowmeter-orig,BENIGN,315547,85518,31374,129,198526
Tuesday,cicflowmeter-fixed,cicflowmeter-orig,FTP-Patator,4003,17,3977,0,9
Tuesday,cicflowmeter-fixed,cicflowmeter-orig,SSH-Patator,2988,33,2928,0,27
Tuesday,cicflowmeter-fixed,argus,ALL,322538,174948,0,147055,535
Tuesday,cicflowmeter-fixed,argus,BENIGN,315547,167997,0,147015,535
Tuesday,cicflowmeter-fixed,argus,FTP-Patator,4003,3981,0,22,0
Tuesday,cicflowmeter-fixed,argus,SSH-Patator,2988,2970,0,18,0
Tuesday,cicflowmeter-fixed,go-flows,ALL,322538,215076,30985,20521,55956
Tuesday,cicflowmeter-fixed,go-flows,BENIGN,315547,212097,26989,20505,55956
Tuesday,cicflowmeter-fixed,go-flows,FTP-Patator,4003,33,3970,0,0
Tuesday,cicflowmeter-fixed,go-flows,SSH-Patator,2988,2946,26,16,0
Tuesday,cicflowmeter-fixed,yaf,ALL,322538,193039,30969,43938,54592
Tuesday,cicflowmeter-fixed,yaf,BENIGN,315547,190081,26974,43900,54592
Tuesday,cicflowmeter-fixed,yaf,FTP-Patator,4003,12,3969,22,0
Tuesday,cicflowmeter-fixed,yaf,SSH-Patator,2988,2946,26,16,0
Tuesday,cicflowmeter-fixed,joy,ALL,322538,259750,50194,2901,9693
Tuesday,cicflowmeter-fixed,joy,BENIGN,315547,252761,50192,2901,9693
Tuesday,cicflowmeter-fixed,joy,FTP-Patator,4003,4003,0,0,0
Tuesday,cicflowmeter-fixed,joy,SSH-Patator,2988,2986,2,0,0
Tuesday,argus,nfstream,ALL,211847,161484,21024,0,29339
Tuesday,argus,nfstream,BENIGN,204876,154525,21012,0,29339
Tuesday,argus,nfstream,FTP-Patator,3992,3981,11,0,0
Tuesday,argus,nfstream,SSH-Patator,2979,2978,1,0,0
Tuesday,argus,zeek,ALL,211847,182977,28725,0,145
Tuesday,argus,zeek,BENIGN,204876,176006,28725,0,145
Tuesday,argus,zeek,FTP-Patator,3992,3992,0,0,0
Tuesday,argus,zeek,SSH-Patator,2979,2979,0,0,0
Tuesday,argus,tranalyzer,ALL,211847,183344,28358,0,145
Tuesday,argus,tranalyzer,BENIGN,204876,176374,28357,0,145
Tuesday,argus,tranalyzer,FTP-Patator,3992,3992,0,0,0
Tuesday,argus,tranalyzer,SSH-Patator,2979,2978,1,0,0
Tuesday,argus,cicflowmeter-orig,ALL,211847,69036,55215,0,87596
Tuesday,argus,cicflowmeter-orig,BENIGN,204876,69009,48290,0,87577
Tuesday,argus,cicflowmeter-orig,FTP-Patator,3992,4,3988,0,0
Tuesday,argus,cicflowmeter-orig,SSH-Patator,2979,23,2937,0,19
Tuesday,argus,cicflowmeter-fixed,ALL,211847,174948,36647,0,252
Tuesday,argus,cicflowmeter-fixed,BENIGN,204876,167997,36627,0,252
Tuesday,argus,cicflowmeter-fixed,FTP-Patator,3992,3981,11,0,0
Tuesday,argus,cicflowmeter-fixed,SSH-Patator,2979,2970,9,0,0
Tuesday,argus,go-flows,ALL,211847,130219,52289,0,29339
Tuesday,argus,go-flows,BENIGN,204876,127257,48280,0,29339
Tuesday,argus,go-flows,FTP-Patator,3992,10,3982,0,0
Tuesday,argus,go-flows,SSH-Patator,2979,2952,27,0,0
Tuesday,argus,yaf,ALL,211847,130736,51678,0,29433
Tuesday,argus,yaf,BENIGN,204876,127761,47682,0,29433
Tuesday,argus,yaf,FTP-Patator,3992,23,3969,0,0
Tuesday,argus,yaf,SSH-Patator,2979,2952,27,0,0
Tuesday,argus,joy,ALL,211847,146654,65160,0,33
Tuesday,argus,joy,BENIGN,204876,139705,65138,0,33
Tuesday,argus,joy,FTP-Patator,3992,3981,11,0,0
Tuesday,argus,joy,SSH-Patator,2979,2968,11,0,0
Tuesday,go-flows,nfstream,ALL,348722,276500,4,72043,175
Tuesday,go-flows,nfstream,BENIGN,337660,273514,4,63967,175
Tuesday,go-flows,nfstream,FTP-Patator,8049,32,0,8017,0
Tuesday,go-flows,nfstream,SSH-Patator,3013,2954,0,59,0
Tuesday,go-flows,zeek,ALL,348722,222884,7507,52456,65875
Tuesday,go-flows,zeek,BENIGN,337660,219810,7507,44587,65756
Tuesday,go-flows,zeek,FTP-Patator,8049,115,0,7822,112
Tuesday,go-flows,zeek,SSH-Patator,3013,2959,0,47,7
Tuesday,go-flows,tranalyzer,ALL,348722,218249,5,69671,60797
Tuesday,go-flows,tranalyzer,BENIGN,337660,215181,5,61781,60693
Tuesday,go-flows,tranalyzer,FTP-Patator,8049,114,0,7831,104
Tuesday,go-flows,tranalyzer,SSH-Patator,3013,2954,0,59,0
Tuesday,go-flows,cicflowmeter-orig,ALL,348722,67555,45273,285,235609
Tuesday,go-flows,cicflowmeter-orig,BENIGN,337660,67512,38359,282,231507
Tuesday,go-flows,cicflowmeter-orig,FTP-Patator,8049,18,3978,3,4050
Tuesday,go-flows,cicflowmeter-orig,SSH-Patator,3013,25,2936,0,52
Tuesday,go-flows,cicflowmeter-fixed,ALL,348722,215076,9262,68315,56069
Tuesday,go-flows,cicflowmeter-fixed,BENIGN,337660,212097,9254,60241,56068
Tuesday,go-flows,cicflowmeter-fixed,FTP-Patator,8049,33,0,8015,1
Tuesday,go-flows,cicflowmeter-fixed,SSH-Patator,3013,2946,8,59,0
Tuesday,go-flows,argus,ALL,348722,130219,0,179807,38696
Tuesday,go-flows,argus,BENIGN,337660,127257,0,171707,38696
Tuesday,go-flows,argus,FTP-Patator,8049,10,0,8039,0
Tuesday,go-flows,argus,SSH-Patator,3013,2952,0,61,0
Tuesday,go-flows,yaf,ALL,348722,254871,40203,31896,21752
Tuesday,go-flows,yaf,BENIGN,337660,251226,34528,30946,20960
Tuesday,go-flows,yaf,FTP-Patator,8049,671,5648,945,785
Tuesday,go-flows,yaf,SSH-Patator,3013,2974,27,5,7
Tuesday,go-flows,joy,ALL,348722,69924,38296,56231,184271
Tuesday,go-flows,joy,BENIGN,337660,66845,38286,48361,184168
Tuesday,go-flows,joy,FTP-Patator,8049,135,0,7811,103
Tuesday,go-flows,joy,SSH-Patator,3013,2944,10,59,0
Tuesday,yaf,nfstream,ALL,333668,240170,10439,64117,18942
Tuesday,yaf,nfstream,BENIGN,322619,236688,10428,57086,18417
Tuesday,yaf,nfstream,FTP-Patator,8036,523,11,6984,518
Tuesday,yaf,nfstream,SSH-Patator,3013,2959,0,47,7
Tuesday,yaf,zeek,ALL,333668,203398,14637,51610,64023
Tuesday,yaf,zeek,BENIGN,322619,200311,14637,43767,63904
Tuesday,yaf,zeek,FTP-Patator,8036,128,0,7796,112
Tuesday,yaf,zeek,SSH-Patator,3013,2959,0,47,7
Tuesday,yaf,tranalyzer,ALL,333668,207690,6719,59900,59359
Tuesday,yaf,tranalyzer,BENIGN,322619,204609,6719,52036,59255
Tuesday,yaf,tranalyzer,FTP-Patator,8036,127,0,7805,104
Tuesday,yaf,tranalyzer,SSH-Patator,3013,2954,0,59,0
Tuesday,yaf,cicflowmeter-orig,ALL,333668,69899,48793,285,214691
Tuesday,yaf,cicflowmeter-orig,BENIGN,322619,69870,41868,282,210599
Tuesday,yaf,cicflowmeter-orig,FTP-Patator,8036,4,3989,3,4040
Tuesday,yaf,cicflowmeter-orig,SSH-Patator,3013,25,2936,0,52
Tuesday,yaf,cicflowmeter-fixed,ALL,333668,193039,18733,68223,53673
Tuesday,yaf,cicflowmeter-fixed,BENIGN,322619,190081,18714,60151,53673
Tuesday,yaf,cicflowmeter-fixed,FTP-Patator,8036,12,11,8013,0
Tuesday,yaf,cicflowmeter-fixed,SSH-Patator,3013,2946,8,59,0
Tuesday,yaf,argus,ALL,333668,130736,0,164070,38862
Tuesday,yaf,argus,BENIGN,322619,127761,0,155996,38862
Tuesday,yaf,argus,FTP-Patator,8036,23,0,8013,0
Tuesday,yaf,argus,SSH-Patator,3013,2952,0,61,0
Tuesday,yaf,go-flows,ALL,333668,254871,50406,7272,21119
Tuesday,yaf,go-flows,BENIGN,322619,251226,44919,5938,20536
Tuesday,yaf,go-flows,FTP-Patator,8036,671,5459,1332,574
Tuesday,yaf,go-flows,SSH-Patator,3013,2974,28,2,9
Tuesday,yaf,joy,ALL,333668,70682,41518,56153,165315
Tuesday,yaf,joy,BENIGN,322619,67623,41497,48287,165212
Tuesday,yaf,joy,FTP-Patator,8036,115,11,7807,103
Tuesday,yaf,joy,SSH-Patator,3013,2944,10,59,0
Tuesday,joy,nfstream,ALL,472232,90874,4,193141,188213
Tuesday,joy,nfstream,BENIGN,465239,83901,4,193121,188213
Tuesday,joy,nfstream,FTP-Patator,4003,4003,0,0,0
Tuesday,joy,nfstream,SSH-Patator,2990,2970,0,20,0
Tuesday,joy,zeek,ALL,472232,274403,965,188307,8557
Tuesday,joy,zeek,BENIGN,465239,267454,965,188263,8557
Tuesday,joy,zeek,FTP-Patator,4003,3981,0,22,0
Tuesday,joy,zeek,SSH-Patator,2990,2968,0,22,0
Tuesday,joy,tranalyzer,ALL,472232,88896,1181,200703,181452
Tuesday,joy,tranalyzer,BENIGN,465239,81945,1181,200661,181452
Tuesday,joy,tranalyzer,FTP-Patator,4003,3981,0,22,0
Tuesday,joy,tranalyzer,SSH-Patator,2990,2970,0,20,0
Tuesday,joy,cicflowmeter-orig,ALL,472232,48744,37910,157827,227751
Tuesday,joy,cicflowmeter-orig,BENIGN,465239,48694,31005,157827,227713
Tuesday,joy,cicflowmeter-orig,FTP-Patator,4003,17,3977,0,9
