day,tool_a,tool_b,class,n,c_1to1,c_split,c_merge,c_unmatched
wednesday-pub,tranalyzer,joy,BENIGN,5848,701,795,93,4259
wednesday-pub,tranalyzer,joy,Establish Foothold,4449,4329,7,113,0
wednesday-pub,tranalyzer,joy,Reconnaissance,25,24,1,0,0
wednesday-pub,cicflowmeter-orig,nfstream,ALL,17008,3001,27,3156,10824
wednesday-pub,cicflowmeter-orig,nfstream,BENIGN,8351,445,27,2939,4940
wednesday-pub,cicflowmeter-orig,nfstream,Establish Foothold,8613,2550,0,179,5884
wednesday-pub,cicflowmeter-orig,nfstream,Reconnaissance,44,6,0,38,0
wednesday-pub,cicflowmeter-orig,zeek,ALL,17008,2913,69,3100,10926
wednesday-pub,cicflowmeter-orig,zeek,BENIGN,8351,370,69,2927,4985
wednesday-pub,cicflowmeter-orig,zeek,Establish Foothold,8613,2537,0,135,5941
wednesday-pub,cicflowmeter-orig,zeek,Reconnaissance,44,6,0,38,0
wednesday-pub,cicflowmeter-orig,tranalyzer,ALL,17008,2965,0,3150,10893
wednesday-pub,cicflowmeter-orig,tranalyzer,BENIGN,8351,424,0,2951,4976
wednesday-pub,cicflowmeter-orig,tranalyzer,Establish Foothold,8613,2535,0,161,5917
wednesday-pub,cicflowmeter-orig,tranalyzer,Reconnaissance,44,6,0,38,0
wednesday-pub,cicflowmeter-orig,cicflowmeter-fixed,ALL,17008,4093,109,1855,10951
wednesday-pub,cicflowmeter-orig,cicflowmeter-fixed,BENIGN,8351,1549,109,1684,5009
wednesday-pub,cicflowmeter-orig,cicflowmeter-fixed,Establish Foothold,8613,2538,0,133,5942
wednesday-pub,cicflowmeter-orig,cicflowmeter-fixed,Reconnaissance,44,6,0,38,0
wednesday-pub,cicflowmeter-orig,argus,ALL,17008,3184,0,3141,10683
wednesday-pub,cicflowmeter-orig,argus,BENIGN,8351,629,0,2902,4820
wednesday-pub,cicflowmeter-orig,argus,Establish Foothold,8613,2549,0,201,5863
wednesday-pub,cicflowmeter-orig,argus,Reconnaissance,44,6,0,38,0
wednesday-pub,cicflowmeter-orig,go-flows,ALL,17008,2986,28,2997,10997
wednesday-pub,cicflowmeter-orig,go-flows,BENIGN,8351,446,27,2818,5060
wednesday-pub,cicflowmeter-orig,go-flows,Establish Foothold,8613,2534,1,141,5937
wednesday-pub,cicflowmeter-orig,go-flows,Reconnaissance,44,6,0,38,0
wednesday-pub,cicflowmeter-orig,yaf,ALL,17008,2978,31,3036,10963
wednesday-pub,cicflowmeter-orig,yaf,BENIGN,8351,438,30,2857,5026
wednesday-pub,cicflowmeter-orig,yaf,Establish Foothold,8613,2534,1,141,5937
wednesday-pub,cicflowmeter-orig,yaf,Reconnaissance,44,6,0,38,0
wednesday-pub,cicflowmeter-orig,joy,ALL,17008,2906,1654,1365,11083
wednesday-pub,cicflowmeter-orig,joy,BENIGN,8351,350,1650,1157,5194
wednesday-pub,cicflowmeter-orig,joy,Establish Foothold,8613,2550,4,170,5889
wednesday-pub,cicflowmeter-orig,joy,Reconnaissance,44,6,0,38,0
wednesday-pub,cicflowmeter-fixed,nfstream,ALL,11524,9665,31,1494,334
wednesday-pub,cicflowmeter-fixed,nfstream,BENIGN,7024,5290,31,1431,272
wednesday-pub,cicflowmeter-fixed,nfstream,Establish Foothold,4475,4350,0,63,62
wednesday-pub,cicflowmeter-fixed,nfstream,Reconnaissance,25,25,0,0,0
wednesday-pub,cicflowmeter-fixed,zeek,ALL,11524,9816,79,1466,163
wednesday-pub,cicflowmeter-fixed,zeek,BENIGN,7024,5318,79,1464,163
wednesday-pub,cicflowmeter-fixed,zeek,Establish Foothold,4475,4473,0,2,0
wednesday-pub,cicflowmeter-fixed,zeek,Reconnaissance,25,25,0,0,0
wednesday-pub,cicflowmeter-fixed,tranalyzer,ALL,11524,9792,2,1485,245
wednesday-pub,cicflowmeter-fixed,tranalyzer,BENIGN,7024,5337,2,1456,229
wednesday-pub,cicflowmeter-fixed,tranalyzer,Establish Foothold,4475,4430,0,29,16
wednesday-pub,cicflowmeter-fixed,tranalyzer,Reconnaissance,25,25,0,0,0
wednesday-pub,cicflowmeter-fixed,cicflowmeter-orig,ALL,11524,4093,882,83,6466
wednesday-pub,cicflowmeter-fixed,cicflowmeter-orig,BENIGN,7024,1549,796,83,4596
wednesday-pub,cicflowmeter-fixed,cicflowmeter-orig,Establish Foothold,4475,2538,67,0,1870
wednesday-pub,cicflowmeter-fixed,cicflowmeter-orig,Reconnaissance,25,6,19,0,0
wednesday-pub,cicflowmeter-fixed,argus,ALL,11524,9038,0,2086,400
wednesday-pub,cicflowmeter-fixed,argus,BENIGN,7024,4681,0,1943,400
wednesday-pub,cicflowmeter-fixed,argus,Establish Foothold,4475,4332,0,143,0
wednesday-pub,cicflowmeter-fixed,argus,Reconnaissance,25,25,0,0,0
wednesday-pub,cicflowmeter-fixed,go-flows,ALL,11524,8326,1521,1162,515
wednesday-pub,cicflowmeter-fixed,go-flows,BENIGN,7024,4814,664,1160,386
wednesday-pub,cicflowmeter-fixed,go-flows,Establish Foothold,4475,3490,854,2,129
wednesday-pub,cicflowmeter-fixed,go-flows,Reconnaissance,25,22,3,0,0
wednesday-pub,cicflowmeter-fixed,yaf,ALL,11524,8259,1524,1229,512
wednesday-pub,cicflowmeter-fixed,yaf,BENIGN,7024,4747,667,1227,383
wednesday-pub,cicflowmeter-fixed,yaf,Establish Foothold,4475,3490,854,2,129
wednesday-pub,cicflowmeter-fixed,yaf,Reconnaissance,25,22,3,0,0
wednesday-pub,cicflowmeter-fixed,joy,ALL,11524,9202,1839,235,248
wednesday-pub,cicflowmeter-fixed,joy,BENIGN,7024,4823,1830,126,245
wednesday-pub,cicflowmeter-fixed,joy,Establish Foothold,4475,4355,8,109,3
wednesday-pub,cicflowmeter-fixed,joy,Reconnaissance,25,24,1,0,0
wednesday-pub,argus,nfstream,ALL,9637,9307,276,0,54
wednesday-pub,argus,nfstream,BENIGN,5236,4907,275,0,54
wednesday-pub,argus,nfstream,Establish Foothold,4376,4375,1,0,0
wednesday-pub,argus,nfstream,Reconnaissance,25,25,0,0,0
wednesday-pub,argus,zeek,ALL,9637,9241,392,0,4
wednesday-pub,argus,zeek,BENIGN,5236,4883,349,0,4
wednesday-pub,argus,zeek,Establish Foothold,4376,4333,43,0,0
wednesday-pub,argus,zeek,Reconnaissance,25,25,0,0,0
wednesday-pub,argus,tranalyzer,ALL,9637,9296,337,0,4
wednesday-pub,argus,tranalyzer,BENIGN,5236,4938,294,0,4
wednesday-pub,argus,tranalyzer,Establish Foothold,4376,4333,43,0,0
wednesday-pub,argus,tranalyzer,Reconnaissance,25,25,0,0,0
wednesday-pub,argus,cicflowmeter-orig,ALL,9637,3184,954,0,5499
wednesday-pub,argus,cicflowmeter-orig,BENIGN,5236,629,847,0,3760
wednesday-pub,argus,cicflowmeter-orig,Establish Foothold,4376,2549,88,0,1739
wednesday-pub,argus,cicflowmeter-orig,Reconnaissance,25,6,19,0,0
wednesday-pub,argus,cicflowmeter-fixed,ALL,9637,9038,581,0,18
wednesday-pub,argus,cicflowmeter-fixed,BENIGN,5236,4681,537,0,18
wednesday-pub,argus,cicflowmeter-fixed,Establish Foothold,4376,4332,44,0,0
wednesday-pub,argus,cicflowmeter-fixed,Reconnaissance,25,25,0,0,0
wednesday-pub,argus,go-flows,ALL,9637,7763,1820,0,54
wednesday-pub,argus,go-flows,BENIGN,5236,4251,931,0,54
wednesday-pub,argus,go-flows,Establish Foothold,4376,3490,886,0,0
wednesday-pub,argus,go-flows,Reconnaissance,25,22,3,0,0
wednesday-pub,argus,yaf,ALL,9637,7767,1813,0,57
wednesday-pub,argus,yaf,BENIGN,5236,4255,924,0,57
wednesday-pub,argus,yaf,Establish Foothold,4376,3490,886,0,0
wednesday-pub,argus,yaf,Reconnaissance,25,22,3,0,0
wednesday-pub,argus,joy,ALL,9637,8539,1096,0,2
wednesday-pub,argus,joy,BENIGN,5236,4145,1089,0,2
wednesday-pub,argus,joy,Establish Foothold,4376,4370,6,0,0
wednesday-pub,argus,joy,Reconnaissance,25,24,1,0,0
wednesday-pub,go-flows,nfstream,ALL,12187,8634,0,3534,19
wednesday-pub,go-flows,nfstream,BENIGN,6832,5106,0,1707,19
wednesday-pub,go-flows,nfstream,Establish Foothold,5327,3506,0,1821,0
wednesday-pub,go-flows,nfstream,Reconnaissance,28,22,0,6,0
wednesday-pub,go-flows,zeek,ALL,12187,8774,74,2268,1071
wednesday-pub,go-flows,zeek,BENIGN,6832,5155,74,768,835
wednesday-pub,go-flows,zeek,Establish Foothold,5327,3594,0,1500,233
wednesday-pub,go-flows,zeek,Reconnaissance,28,25,0,0,3
wednesday-pub,go-flows,tranalyzer,ALL,12187,8699,0,2515,973
wednesday-pub,go-flows,tranalyzer,BENIGN,6832,5190,0,777,865
wednesday-pub,go-flows,tranalyzer,Establish Foothold,5327,3487,0,1732,108
wednesday-pub,go-flows,tranalyzer,Reconnaissance,28,22,0,6,0
wednesday-pub,go-flows,cicflowmeter-orig,ALL,12187,2986,958,2,8241
wednesday-pub,go-flows,cicflowmeter-orig,BENIGN,6832,448,868,0,5516
wednesday-pub,go-flows,cicflowmeter-orig,Establish Foothold,5327,2532,71,2,2722
wednesday-pub,go-flows,cicflowmeter-orig,Reconnaissance,28,6,19,0,3
wednesday-pub,go-flows,cicflowmeter-fixed,ALL,12187,8326,314,3130,417
wednesday-pub,go-flows,cicflowmeter-fixed,BENIGN,6832,4815,313,1416,288
wednesday-pub,go-flows,cicflowmeter-fixed,Establish Foothold,5327,3489,1,1708,129
wednesday-pub,go-flows,cicflowmeter-fixed,Reconnaissance,28,22,0,6,0
wednesday-pub,go-flows,argus,ALL,12187,7763,0,4267,157
wednesday-pub,go-flows,argus,BENIGN,6832,4251,0,2463,118
wednesday-pub,go-flows,argus,Establish Foothold,5327,3490,0,1798,39
wednesday-pub,go-flows,argus,Reconnaissance,28,22,0,6,0
wednesday-pub,go-flows,yaf,ALL,12187,9040,2271,426,450
wednesday-pub,go-flows,yaf,BENIGN,6832,5324,1019,198,291
wednesday-pub,go-flows,yaf,Establish Foothold,5327,3689,1252,228,158
wednesday-pub,go-flows,yaf,Reconnaissance,28,27,0,0,1
wednesday-pub,go-flows,joy,ALL,12187,5882,839,2745,2721
wednesday-pub,go-flows,joy,BENIGN,6832,2372,832,968,2660
wednesday-pub,go-flows,joy,Establish Foothold,5327,3489,6,1771,61
wednesday-pub,go-flows,joy,Reconnaissance,28,21,1,6,0
wednesday-pub,yaf,nfstream,ALL,12125,8676,29,3102,318
wednesday-pub,yaf,nfstream,BENIGN,6770,5024,29,1538,179
wednesday-pub,yaf,nfstream,Establish Foothold,5327,3629,0,1560,138
wednesday-pub,yaf,nfstream,Reconnaissance,28,23,0,4,1
wednesday-pub,yaf,zeek,ALL,12125,8777,75,2200,1073
wednesday-pub,yaf,zeek,BENIGN,6770,5158,75,700,837
wednesday-pub,yaf,zeek,Establish Foothold,5327,3594,0,1500,233
wednesday-pub,yaf,zeek,Reconnaissance,28,25,0,0,3
wednesday-pub,yaf,tranalyzer,ALL,12125,8695,3,2448,979
wednesday-pub,yaf,tranalyzer,BENIGN,6770,5186,3,710,871
wednesday-pub,yaf,tranalyzer,Establish Foothold,5327,3487,0,1732,108
wednesday-pub,yaf,tranalyzer,Reconnaissance,28,22,0,6,0
wednesday-pub,yaf,cicflowmeter-orig,ALL,12125,2978,957,2,8188
wednesday-pub,yaf,cicflowmeter-orig,BENIGN,6770,440,867,0,5463
wednesday-pub,yaf,cicflowmeter-orig,Establish Foothold,5327,2532,71,2,2722
wednesday-pub,yaf,cicflowmeter-orig,Reconnaissance,28,6,19,0,3
wednesday-pub,yaf,cicflowmeter-fixed,ALL,12125,8259,322,3130,414
wednesday-pub,yaf,cicflowmeter-fixed,BENIGN,6770,4748,321,1416,285
wednesday-pub,yaf,cicflowmeter-fixed,Establish Foothold,5327,3489,1,1708,129
wednesday-pub,yaf,cicflowmeter-fixed,Reconnaissance,28,22,0,6,0
wednesday-pub,yaf,argus,ALL,12125,7767,0,4177,181
wednesday-pub,yaf,argus,BENIGN,6770,4255,0,2373,142
wednesday-pub,yaf,argus,Establish Foothold,5327,3490,0,1798,39
wednesday-pub,yaf,argus,Reconnaissance,28,22,0,6,0
wednesday-pub,yaf,go-flows,ALL,12125,9040,2306,322,457
wednesday-pub,yaf,go-flows,BENIGN,6770,5324,1046,110,290
wednesday-pub,yaf,go-flows,Establish Foothold,5327,3689,1260,212,166
wednesday-pub,yaf,go-flows,Reconnaissance,28,27,0,0,1
wednesday-pub,yaf,joy,ALL,12125,5822,838,2745,2720
wednesday-pub,yaf,joy,BENIGN,6770,2312,831,968,2659
wednesday-pub,yaf,joy,Establish Foothold,5327,3489,6,1771,61
wednesday-pub,yaf,joy,Reconnaissance,28,21,1,6,0
wednesday-pub,joy,nfstream,ALL,15796,6862,18,6267,2649
wednesday-pub,joy,nfstream,BENIGN,11361,2464,18,6252,2627
wednesday-pub,joy,nfstream,Establish Foothold,4410,4374,0,14,22
wednesday-pub,joy,nfstream,Reconnaissance,25,24,0,1,0
wednesday-pub,joy,zeek,ALL,15796,9266,132,6307,91
wednesday-pub,joy,zeek,BENIGN,11361,4888,90,6292,91
wednesday-pub,joy,zeek,Establish Foothold,4410,4354,42,14,0
wednesday-pub,joy,zeek,Reconnaissance,25,24,0,1,0
wednesday-pub,joy,tranalyzer,ALL,15796,5054,69,6500,4173
wednesday-pub,joy,tranalyzer,BENIGN,11361,701,27,6460,4173
wednesday-pub,joy,tranalyzer,Establish Foothold,4410,4329,42,39,0
wednesday-pub,joy,tranalyzer,Reconnaissance,25,24,0,1,0
wednesday-pub,joy,cicflowmeter-orig,ALL,15796,2906,1113,4915,6862
wednesday-pub,joy,cicflowmeter-orig,BENIGN,11361,352,1008,4907,5094
wednesday-pub,joy,cicflowmeter-orig,Establish Foothold,4410,2548,86,8,1768
wednesday-pub,joy,cicflowmeter-orig,Reconnaissance,25,6,19,0,0
wednesday-pub,joy,cicflowmeter-fixed,ALL,15796,9202,614,5805,175
wednesday-pub,joy,cicflowmeter-fixed,BENIGN,11361,4822,573,5791,175
wednesday-pub,joy,cicflowmeter-fixed,Establish Foothold,4410,4356,41,13,0
wednesday-pub,joy,cicflowmeter-fixed,Reconnaissance,25,24,0,1,0
wednesday-pub,joy,argus,ALL,15796,8539,0,6389,868
wednesday-pub,joy,argus,BENIGN,11361,4145,0,6348,868
wednesday-pub,joy,argus,Establish Foothold,4410,4370,0,40,0
wednesday-pub,joy,argus,Reconnaissance,25,24,0,1,0
wednesday-pub,joy,go-flows,ALL,15796,5882,1471,5781,2662
wednesday-pub,joy,go-flows,BENIGN,11361,2372,583,5766,2640
wednesday-pub,joy,go-flows,Establish Foothold,4410,3489,885,14,22
wednesday-pub,joy,go-flows,Reconnaissance,25,21,3,1,0
wednesday-pub,joy,yaf,ALL,15796,5822,1472,5838,2664
wednesday-pub,joy,yaf,BENIGN,11361,2312,584,5823,2642
wednesday-pub,joy,yaf,Establish Foothold,4410,3489,885,14,22
wednesday-pub,joy,yaf,Reconnaissance,25,21,3,1,0
wednesday-pvt,nfstream,zeek,ALL,361,159,4,53,145
wednesday-pvt,nfstream,zeek,BENIGN,361,159,4,53,145
wednesday-pvt,nfstream,tranalyzer,ALL,361,164,0,57,140
wednesday-pvt,nfstream,tranalyzer,BENIGN,361,164,0,57,140
wednesday-pvt,nfstream,cicflowmeter-orig,ALL,361,34,98,0,229
wednesday-pvt,nfstream,cicflowmeter-orig,BENIGN,361,34,98,0,229
wednesday-pvt,nfstream,cicflowmeter-fixed,ALL,361,157,55,0,149
wednesday-pvt,nfstream,cicflowmeter-fixed,BENIGN,361,157,55,0,149
wednesday-pvt,nfstream,argus,ALL,361,143,0,102,116
wednesday-pvt,nfstream,argus,BENIGN,361,143,0,102,116
wednesday-pvt,nfstream,go-flows,ALL,361,334,10,0,17
wednesday-pvt,nfstream,go-flows,BENIGN,361,334,10,0,17
wednesday-pvt,nfstream,yaf,ALL,361,277,8,5,71
wednesday-pvt,nfstream,yaf,BENIGN,361,277,8,5,71
wednesday-pvt,nfstream,joy,ALL,361,110,70,0,181
wednesday-pvt,nfstream,joy,BENIGN,361,110,70,0,181
wednesday-pvt,zeek,nfstream,ALL,333,159,4,8,162
wednesday-pvt,zeek,nfstream,BENIGN,333,159,4,8,162
wednesday-pvt,zeek,tranalyzer,ALL,333,273,0,40,20
wednesday-pvt,zeek,tranalyzer,BENIGN,333,273,0,40,20
wednesday-pvt,zeek,cicflowmeter-orig,ALL,333,32,50,2,249
wednesday-pvt,zeek,cicflowmeter-orig,BENIGN,333,32,50,2,249
wednesday-pvt,zeek,cicflowmeter-fixed,ALL,333,222,7,19,85
wednesday-pvt,zeek,cicflowmeter-fixed,BENIGN,333,222,7,19,85
wednesday-pvt,zeek,argus,ALL,333,212,0,100,21
wednesday-pvt,zeek,argus,BENIGN,333,212,0,100,21
wednesday-pvt,zeek,go-flows,ALL,333,157,6,8,162
wednesday-pvt,zeek,go-flows,BENIGN,333,157,6,8,162
wednesday-pvt,zeek,yaf,ALL,333,155,5,7,166
wednesday-pvt,zeek,yaf,BENIGN,333,155,5,7,166
wednesday-pvt,zeek,joy,ALL,333,290,19,4,20
wednesday-pvt,zeek,joy,BENIGN,333,290,19,4,20
wednesday-pvt,tranalyzer,nfstream,ALL,368,164,6,0,198
wednesday-pvt,tranalyzer,nfstream,BENIGN,368,164,6,0,198
wednesday-pvt,tranalyzer,zeek,ALL,368,273,17,0,78
wednesday-pvt,tranalyzer,zeek,BENIGN,368,273,17,0,78
wednesday-pvt,tranalyzer,cicflowmeter-orig,ALL,368,33,50,0,285
wednesday-pvt,tranalyzer,cicflowmeter-orig,BENIGN,368,33,50,0,285
wednesday-pvt,tranalyzer,cicflowmeter-fixed,ALL,368,231,8,0,129
wednesday-pvt,tranalyzer,cicflowmeter-fixed,BENIGN,368,231,8,0,129
wednesday-pvt,tranalyzer,argus,ALL,368,217,0,72,79
wednesday-pvt,tranalyzer,argus,BENIGN,368,217,0,72,79
wednesday-pvt,tranalyzer,go-flows,ALL,368,162,8,0,198
wednesday-pvt,tranalyzer,go-flows,BENIGN,368,162,8,0,198
wednesday-pvt,tranalyzer,yaf,ALL,368,156,5,2,205
wednesday-pvt,tranalyzer,yaf,BENIGN,368,156,5,2,205
wednesday-pvt,tranalyzer,joy,ALL,368,209,33,0,126
wednesday-pvt,tranalyzer,joy,BENIGN,368,209,33,0,126
wednesday-pvt,cicflowmeter-orig,nfstream,ALL,1421,34,37,793,557
wednesday-pvt,cicflowmeter-orig,nfstream,BENIGN,1417,34,37,793,553
wednesday-pvt,cicflowmeter-orig,nfstream,Establish Foothold,4,0,0,0,4
wednesday-pvt,cicflowmeter-orig,zeek,ALL,1421,32,1,831,557
wednesday-pvt,cicflowmeter-orig,zeek,BENIGN,1417,32,1,831,553
wednesday-pvt,cicflowmeter-orig,zeek,Establish Foothold,4,0,0,0,4
wednesday-pvt,cicflowmeter-orig,tranalyzer,ALL,1421,33,0,831,557
wednesday-pvt,cicflowmeter-orig,tranalyzer,BENIGN,1417,33,0,831,553
wednesday-pvt,cicflowmeter-orig,tranalyzer,Establish Foothold,4,0,0,0,4
wednesday-pvt,cicflowmeter-orig,cicflowmeter-fixed,ALL,1421,777,112,170,362
wednesday-pvt,cicflowmeter-orig,cicflowmeter-fixed,BENIGN,1417,777,112,170,358
wednesday-pvt,cicflowmeter-orig,cicflowmeter-fixed,Establish Foothold,4,0,0,0,4
wednesday-pvt,cicflowmeter-orig,argus,ALL,1421,22,0,600,799
wednesday-pvt,cicflowmeter-orig,argus,BENIGN,1417,22,0,600,795
wednesday-pvt,cicflowmeter-orig,argus,Establish Foothold,4,0,0,0,4
wednesday-pvt,cicflowmeter-orig,go-flows,ALL,1421,34,37,793,557
wednesday-pvt,cicflowmeter-orig,go-flows,BENIGN,1417,34,37,793,553
wednesday-pvt,cicflowmeter-orig,go-flows,Establish Foothold,4,0,0,0,4
wednesday-pvt,cicflowmeter-orig,yaf,ALL,1421,31,37,796,557
wednesday-pvt,cicflowmeter-orig,yaf,BENIGN,1417,31,37,796,553
wednesday-pvt,cicflowmeter-orig,yaf,Establish Foothold,4,0,0,0,4
wednesday-pvt,cicflowmeter-orig,joy,ALL,1421,33,752,75,561
wednesday-pvt,cicflowmeter-orig,joy,BENIGN,1417,33,752,75,557
wednesday-pvt,cicflowmeter-orig,joy,Establish Foothold,4,0,0,0,4
wednesday-pvt,cicflowmeter-fixed,nfstream,ALL,1183,157,39,705,282
wednesday-pvt,cicflowmeter-fixed,nfstream,BENIGN,1183,157,39,705,282
wednesday-pvt,cicflowmeter-fixed,zeek,ALL,1183,222,9,746,206
wednesday-pvt,cicflowmeter-fixed,zeek,BENIGN,1183,222,9,746,206
wednesday-pvt,cicflowmeter-fixed,tranalyzer,ALL,1183,231,0,749,203
wednesday-pvt,cicflowmeter-fixed,tranalyzer,BENIGN,1183,231,0,749,203
wednesday-pvt,cicflowmeter-fixed,cicflowmeter-orig,ALL,1183,777,173,48,185
wednesday-pvt,cicflowmeter-fixed,cicflowmeter-orig,BENIGN,1183,777,173,48,185
wednesday-pvt,cicflowmeter-fixed,argus,ALL,1183,195,0,544,444
wednesday-pvt,cicflowmeter-fixed,argus,BENIGN,1183,195,0,544,444
wednesday-pvt,cicflowmeter-fixed,go-flows,ALL,1183,147,49,705,282
wednesday-pvt,cicflowmeter-fixed,go-flows,BENIGN,1183,147,49,705,282
wednesday-pvt,cicflowmeter-fixed,yaf,ALL,1183,144,49,710,280
wednesday-pvt,cicflowmeter-fixed,yaf,BENIGN,1183,144,49,710,280
wednesday-pvt,cicflowmeter-fixed,joy,ALL,1183,213,761,1,208
wednesday-pvt,cicflowmeter-fixed,joy,BENIGN,1183,213,761,1,208
wednesday-pvt,argus,nfstream,ALL,231,143,11,0,77
wednesday-pvt,argus,nfstream,BENIGN,231,143,11,0,77
wednesday-pvt,argus,zeek,ALL,231,212,14,0,5
wednesday-pvt,argus,zeek,BENIGN,231,212,14,0,5
wednesday-pvt,argus,tranalyzer,ALL,231,217,9,0,5
wednesday-pvt,argus,tranalyzer,BENIGN,231,217,9,0,5
wednesday-pvt,argus,cicflowmeter-orig,ALL,231,22,49,0,160
wednesday-pvt,argus,cicflowmeter-orig,BENIGN,231,22,49,0,160
wednesday-pvt,argus,cicflowmeter-fixed,ALL,231,195,9,0,27
wednesday-pvt,argus,cicflowmeter-fixed,BENIGN,231,195,9,0,27
wednesday-pvt,argus,go-flows,ALL,231,133,21,0,77
wednesday-pvt,argus,go-flows,BENIGN,231,133,21,0,77
wednesday-pvt,argus,yaf,ALL,231,133,18,0,80
wednesday-pvt,argus,yaf,BENIGN,231,133,18,0,80
wednesday-pvt,argus,joy,ALL,231,202,27,0,2
wednesday-pvt,argus,joy,BENIGN,231,202,27,0,2
wednesday-pvt,go-flows,nfstream,ALL,376,334,0,22,20
wednesday-pvt,go-flows,nfstream,BENIGN,372,334,0,18,20
wednesday-pvt,go-flows,nfstream,Establish Foothold,4,0,0,4,0
wednesday-pvt,go-flows,zeek,ALL,376,157,4,59,156
wednesday-pvt,go-flows,zeek,BENIGN,372,157,4,55,156
wednesday-pvt,go-flows,zeek,Establish Foothold,4,0,0,4,0
wednesday-pvt,go-flows,tranalyzer,ALL,376,162,0,63,151
wednesday-pvt,go-flows,tranalyzer,BENIGN,372,162,0,59,151
wednesday-pvt,go-flows,tranalyzer,Establish Foothold,4,0,0,4,0
wednesday-pvt,go-flows,cicflowmeter-orig,ALL,376,34,98,0,244
wednesday-pvt,go-flows,cicflowmeter-orig,BENIGN,372,34,98,0,240
wednesday-pvt,go-flows,cicflowmeter-orig,Establish Foothold,4,0,0,0,4
wednesday-pvt,go-flows,cicflowmeter-fixed,ALL,376,147,55,22,152
wednesday-pvt,go-flows,cicflowmeter-fixed,BENIGN,372,147,55,18,152
wednesday-pvt,go-flows,cicflowmeter-fixed,Establish Foothold,4,0,0,4,0
wednesday-pvt,go-flows,argus,ALL,376,133,0,124,119
wednesday-pvt,go-flows,argus,BENIGN,372,133,0,120,119
wednesday-pvt,go-flows,argus,Establish Foothold,4,0,0,4,0
wednesday-pvt,go-flows,yaf,ALL,376,287,7,5,77
wednesday-pvt,go-flows,yaf,BENIGN,372,287,3,5,77
wednesday-pvt,go-flows,yaf,Establish Foothold,4,0,4,0,0
wednesday-pvt,go-flows,joy,ALL,376,108,70,7,191
wednesday-pvt,go-flows,joy,BENIGN,372,108,70,3,191
wednesday-pvt,go-flows,joy,Establish Foothold,4,0,0,4,0
wednesday-pvt,yaf,nfstream,ALL,371,277,2,18,74
wednesday-pvt,yaf,nfstream,BENIGN,367,277,2,14,74
wednesday-pvt,yaf,nfstream,Establish Foothold,4,0,0,4,0
wednesday-pvt,yaf,zeek,ALL,371,155,2,57,157
wednesday-pvt,yaf,zeek,BENIGN,367,155,2,53,157
wednesday-pvt,yaf,zeek,Establish Foothold,4,0,0,4,0
wednesday-pvt,yaf,tranalyzer,ALL,371,156,1,57,157
wednesday-pvt,yaf,tranalyzer,BENIGN,367,156,1,53,157
wednesday-pvt,yaf,tranalyzer,Establish Foothold,4,0,0,4,0
wednesday-pvt,yaf,cicflowmeter-orig,ALL,371,31,99,0,241
wednesday-pvt,yaf,cicflowmeter-orig,BENIGN,367,31,99,0,237
wednesday-pvt,yaf,cicflowmeter-orig,Establish Foothold,4,0,0,0,4
wednesday-pvt,yaf,cicflowmeter-fixed,ALL,371,144,56,22,149
wednesday-pvt,yaf,cicflowmeter-fixed,BENIGN,367,144,56,18,149
wednesday-pvt,yaf,cicflowmeter-fixed,Establish Foothold,4,0,0,4,0
wednesday-pvt,yaf,argus,ALL,371,133,0,95,143
wednesday-pvt,yaf,argus,BENIGN,367,133,0,91,143
wednesday-pvt,yaf,argus,Establish Foothold,4,0,0,4,0
wednesday-pvt,yaf,go-flows,ALL,371,287,8,2,74
wednesday-pvt,yaf,go-flows,BENIGN,367,287,4,2,74
wednesday-pvt,yaf,go-flows,Establish Foothold,4,0,4,0,0
wednesday-pvt,yaf,joy,ALL,371,100,69,7,195
wednesday-pvt,yaf,joy,BENIGN,367,100,69,3,195
wednesday-pvt,yaf,joy,Establish Foothold,4,0,0,4,0
wednesday-pvt,joy,nfstream,ALL,3152,110,20,2820,202
wednesday-pvt,joy,nfstream,BENIGN,3152,110,20,2820,202
wednesday-pvt,joy,zeek,ALL,3152,290,2,2835,25
wednesday-pvt,joy,zeek,BENIGN,3152,290,2,2835,25
wednesday-pvt,joy,tranalyzer,ALL,3152,209,0,2872,71
wednesday-pvt,joy,tranalyzer,BENIGN,3152,209,0,2872,71
wednesday-pvt,joy,cicflowmeter-orig,ALL,3152,33,367,2278,474
wednesday-pvt,joy,cicflowmeter-orig,BENIGN,3152,33,367,2278,474
wednesday-pvt,joy,cicflowmeter-fixed,ALL,3152,213,373,2468,98
wednesday-pvt,joy,cicflowmeter-fixed,BENIGN,3152,213,373,2468,98
wednesday-pvt,joy,argus,ALL,3152,202,0,2118,832
wednesday-pvt,joy,argus,BENIGN,3152,202,0,2118,832
wednesday-pvt,joy,go-flows,ALL,3152,108,23,2819,202
wednesday-pvt,joy,go-flows,BENIGN,3152,108,23,2819,202
wednesday-pvt,joy,yaf,ALL,3152,100,23,2821,208
wednesday-pvt,joy,yaf,BENIGN,3152,100,23,2821,208
thursday-pub,nfstream,zeek,ALL,6680,5366,25,106,1183
thursday-pub,nfstream,zeek,BENIGN,6599,5285,25,106,1183
thursday-pub,nfstream,zeek,Lateral Movement,81,81,0,0,0
thursday-pub,nfstream,tranalyzer,ALL,6680,5372,14,118,1176
