day,tool_a,tool_b,class,n,c_1to1,c_split,c_merge,c_unmatched
tuesday-pub,cicflowmeter-orig,argus,BENIGN,14602,1418,0,4838,8346
tuesday-pub,cicflowmeter-orig,argus,Reconnaissance,11321,1369,0,1584,8368
tuesday-pub,cicflowmeter-orig,go-flows,ALL,25923,2408,47,6451,17017
tuesday-pub,cicflowmeter-orig,go-flows,BENIGN,14602,1042,47,4857,8656
tuesday-pub,cicflowmeter-orig,go-flows,Reconnaissance,11321,1366,0,1594,8361
tuesday-pub,cicflowmeter-orig,yaf,ALL,25923,2413,54,6458,16998
tuesday-pub,cicflowmeter-orig,yaf,BENIGN,14602,1047,54,4864,8637
tuesday-pub,cicflowmeter-orig,yaf,Reconnaissance,11321,1366,0,1594,8361
tuesday-pub,cicflowmeter-orig,joy,ALL,25923,2196,2211,3936,17580
tuesday-pub,cicflowmeter-orig,joy,BENIGN,14602,831,2206,2353,9212
tuesday-pub,cicflowmeter-orig,joy,Reconnaissance,11321,1365,5,1583,8368
tuesday-pub,cicflowmeter-fixed,nfstream,ALL,17361,15212,42,1961,146
tuesday-pub,cicflowmeter-fixed,nfstream,BENIGN,11041,8893,42,1961,145
tuesday-pub,cicflowmeter-fixed,nfstream,Reconnaissance,6320,6319,0,0,1
tuesday-pub,cicflowmeter-fixed,zeek,ALL,17361,15268,25,1997,71
tuesday-pub,cicflowmeter-fixed,zeek,BENIGN,11041,8948,25,1997,71
tuesday-pub,cicflowmeter-fixed,zeek,Reconnaissance,6320,6320,0,0,0
tuesday-pub,cicflowmeter-fixed,tranalyzer,ALL,17361,15171,6,2017,167
tuesday-pub,cicflowmeter-fixed,tranalyzer,BENIGN,11041,8851,6,2017,167
tuesday-pub,cicflowmeter-fixed,tranalyzer,Reconnaissance,6320,6320,0,0,0
tuesday-pub,cicflowmeter-fixed,cicflowmeter-orig,ALL,17361,3896,2186,81,11198
tuesday-pub,cicflowmeter-fixed,cicflowmeter-orig,BENIGN,11041,2526,1389,81,7045
tuesday-pub,cicflowmeter-fixed,cicflowmeter-orig,Reconnaissance,6320,1370,797,0,4153
tuesday-pub,cicflowmeter-fixed,argus,ALL,17361,14068,0,2962,331
tuesday-pub,cicflowmeter-fixed,argus,BENIGN,11041,7748,0,2962,331
tuesday-pub,cicflowmeter-fixed,argus,Reconnaissance,6320,6320,0,0,0
tuesday-pub,cicflowmeter-fixed,go-flows,ALL,17361,13376,2192,1644,149
tuesday-pub,cicflowmeter-fixed,go-flows,BENIGN,11041,8031,1218,1644,148
tuesday-pub,cicflowmeter-fixed,go-flows,Reconnaissance,6320,5345,974,0,1
tuesday-pub,cicflowmeter-fixed,yaf,ALL,17361,13343,2200,1671,147
tuesday-pub,cicflowmeter-fixed,yaf,BENIGN,11041,7998,1226,1671,146
tuesday-pub,cicflowmeter-fixed,yaf,Reconnaissance,6320,5345,974,0,1
tuesday-pub,cicflowmeter-fixed,joy,ALL,17361,14599,2536,53,173
tuesday-pub,cicflowmeter-fixed,joy,BENIGN,11041,8303,2512,53,173
tuesday-pub,cicflowmeter-fixed,joy,Reconnaissance,6320,6296,24,0,0
tuesday-pub,argus,nfstream,ALL,15079,14485,554,0,40
tuesday-pub,argus,nfstream,BENIGN,8759,8166,554,0,39
tuesday-pub,argus,nfstream,Reconnaissance,6320,6319,0,0,1
tuesday-pub,argus,zeek,ALL,15079,14512,565,0,2
tuesday-pub,argus,zeek,BENIGN,8759,8192,565,0,2
tuesday-pub,argus,zeek,Reconnaissance,6320,6320,0,0,0
tuesday-pub,argus,tranalyzer,ALL,15079,14521,556,0,2
tuesday-pub,argus,tranalyzer,BENIGN,8759,8201,556,0,2
tuesday-pub,argus,tranalyzer,Reconnaissance,6320,6320,0,0,0
tuesday-pub,argus,cicflowmeter-orig,ALL,15079,2787,2337,0,9955
tuesday-pub,argus,cicflowmeter-orig,BENIGN,8759,1417,1540,0,5802
tuesday-pub,argus,cicflowmeter-orig,Reconnaissance,6320,1370,797,0,4153
tuesday-pub,argus,cicflowmeter-fixed,ALL,15079,14068,995,0,16
tuesday-pub,argus,cicflowmeter-fixed,BENIGN,8759,7748,995,0,16
tuesday-pub,argus,cicflowmeter-fixed,Reconnaissance,6320,6320,0,0,0
tuesday-pub,argus,go-flows,ALL,15079,12333,2706,0,40
tuesday-pub,argus,go-flows,BENIGN,8759,6988,1732,0,39
tuesday-pub,argus,go-flows,Reconnaissance,6320,5345,974,0,1
tuesday-pub,argus,yaf,ALL,15079,12340,2695,0,44
tuesday-pub,argus,yaf,BENIGN,8759,6995,1721,0,43
tuesday-pub,argus,yaf,Reconnaissance,6320,5345,974,0,1
tuesday-pub,argus,joy,ALL,15079,13373,1704,0,2
tuesday-pub,argus,joy,BENIGN,8759,7077,1680,0,2
tuesday-pub,argus,joy,Reconnaissance,6320,6296,24,0,0
tuesday-pub,go-flows,nfstream,ALL,19064,13925,0,5130,9
tuesday-pub,go-flows,nfstream,BENIGN,11798,8579,0,3210,9
tuesday-pub,go-flows,nfstream,Reconnaissance,7266,5346,0,1920,0
tuesday-pub,go-flows,zeek,ALL,19064,14602,47,2545,1870
tuesday-pub,go-flows,zeek,BENIGN,11798,8991,47,1219,1541
tuesday-pub,go-flows,zeek,Reconnaissance,7266,5611,0,1326,329
tuesday-pub,go-flows,tranalyzer,ALL,19064,14184,0,3535,1345
tuesday-pub,go-flows,tranalyzer,BENIGN,11798,8839,0,1615,1344
tuesday-pub,go-flows,tranalyzer,Reconnaissance,7266,5345,0,1920,1
tuesday-pub,go-flows,cicflowmeter-orig,ALL,19064,2408,2398,4,14254
tuesday-pub,go-flows,cicflowmeter-orig,BENIGN,11798,1041,1596,4,9157
tuesday-pub,go-flows,cicflowmeter-orig,Reconnaissance,7266,1367,802,0,5097
tuesday-pub,go-flows,cicflowmeter-fixed,ALL,19064,13376,569,4813,306
tuesday-pub,go-flows,cicflowmeter-fixed,BENIGN,11798,8031,569,2893,305
tuesday-pub,go-flows,cicflowmeter-fixed,Reconnaissance,7266,5345,0,1920,1
tuesday-pub,go-flows,argus,ALL,19064,12333,0,6655,76
tuesday-pub,go-flows,argus,BENIGN,11798,6988,0,4735,75
tuesday-pub,go-flows,argus,Reconnaissance,7266,5345,0,1920,1
tuesday-pub,go-flows,yaf,ALL,19064,14865,2947,533,719
tuesday-pub,go-flows,yaf,BENIGN,11798,8999,1895,340,564
tuesday-pub,go-flows,yaf,Reconnaissance,7266,5866,1052,193,155
tuesday-pub,go-flows,joy,ALL,19064,10181,1199,3939,3745
tuesday-pub,go-flows,joy,BENIGN,11798,4848,1187,2019,3744
tuesday-pub,go-flows,joy,Reconnaissance,7266,5333,12,1920,1
tuesday-pub,yaf,nfstream,ALL,18857,13820,30,4615,392
tuesday-pub,yaf,nfstream,BENIGN,11591,8386,30,2880,295
tuesday-pub,yaf,nfstream,Reconnaissance,7266,5434,0,1735,97
tuesday-pub,yaf,zeek,ALL,18857,14539,29,2480,1809
tuesday-pub,yaf,zeek,BENIGN,11591,8928,29,1154,1480
tuesday-pub,yaf,zeek,Reconnaissance,7266,5611,0,1326,329
tuesday-pub,yaf,tranalyzer,ALL,18857,14176,6,3312,1363
tuesday-pub,yaf,tranalyzer,BENIGN,11591,8831,6,1392,1362
tuesday-pub,yaf,tranalyzer,Reconnaissance,7266,5345,0,1920,1
tuesday-pub,yaf,cicflowmeter-orig,ALL,18857,2413,2348,4,14092
tuesday-pub,yaf,cicflowmeter-orig,BENIGN,11591,1046,1546,4,8995
tuesday-pub,yaf,cicflowmeter-orig,Reconnaissance,7266,1367,802,0,5097
tuesday-pub,yaf,cicflowmeter-fixed,ALL,18857,13343,528,4813,173
tuesday-pub,yaf,cicflowmeter-fixed,BENIGN,11591,7998,528,2893,172
tuesday-pub,yaf,cicflowmeter-fixed,Reconnaissance,7266,5345,0,1920,1
tuesday-pub,yaf,argus,ALL,18857,12340,0,6387,130
tuesday-pub,yaf,argus,BENIGN,11591,6995,0,4467,129
tuesday-pub,yaf,argus,Reconnaissance,7266,5345,0,1920,1
tuesday-pub,yaf,go-flows,ALL,18857,14865,2978,431,583
tuesday-pub,yaf,go-flows,BENIGN,11591,8999,1927,243,422
tuesday-pub,yaf,go-flows,Reconnaissance,7266,5866,1051,188,161
tuesday-pub,yaf,joy,ALL,18857,10116,1126,3939,3676
tuesday-pub,yaf,joy,BENIGN,11591,4783,1114,2019,3675
tuesday-pub,yaf,joy,Reconnaissance,7266,5333,12,1920,1
tuesday-pub,joy,nfstream,ALL,23941,11425,25,8809,3682
tuesday-pub,joy,nfstream,BENIGN,17621,5118,25,8797,3681
tuesday-pub,joy,nfstream,Reconnaissance,6320,6307,0,12,1
tuesday-pub,joy,zeek,ALL,23941,14883,17,8940,101
tuesday-pub,joy,zeek,BENIGN,17621,8586,17,8917,101
tuesday-pub,joy,zeek,Reconnaissance,6320,6297,0,23,0
tuesday-pub,joy,tranalyzer,ALL,23941,8731,10,9202,5998
tuesday-pub,joy,tranalyzer,BENIGN,17621,2435,10,9178,5998
tuesday-pub,joy,tranalyzer,Reconnaissance,6320,6296,0,24,0
tuesday-pub,joy,cicflowmeter-orig,ALL,23941,2196,2563,6720,12462
tuesday-pub,joy,cicflowmeter-orig,BENIGN,17621,830,1767,6715,8309
tuesday-pub,joy,cicflowmeter-orig,Reconnaissance,6320,1366,796,5,4153
tuesday-pub,joy,cicflowmeter-fixed,ALL,23941,14599,808,8049,485
tuesday-pub,joy,cicflowmeter-fixed,BENIGN,17621,8303,808,8025,485
tuesday-pub,joy,cicflowmeter-fixed,Reconnaissance,6320,6296,0,24,0
tuesday-pub,joy,argus,ALL,23941,13373,0,9563,1005
tuesday-pub,joy,argus,BENIGN,17621,7077,0,9539,1005
tuesday-pub,joy,argus,Reconnaissance,6320,6296,0,24,0
tuesday-pub,joy,go-flows,ALL,23941,10181,1986,8091,3683
tuesday-pub,joy,go-flows,BENIGN,17621,4848,1012,8079,3682
tuesday-pub,joy,go-flows,Reconnaissance,6320,5333,974,12,1
tuesday-pub,joy,yaf,ALL,23941,10116,1988,8027,3810
tuesday-pub,joy,yaf,BENIGN,17621,4783,1014,8015,3809
tuesday-pub,joy,yaf,Reconnaissance,6320,5333,974,12,1
tuesday-pvt,nfstream,zeek,ALL,1085,750,27,53,255
tuesday-pvt,nfstream,zeek,BENIGN,1085,750,27,53,255
tuesday-pvt,nfstream,tranalyzer,ALL,1085,703,1,205,176
tuesday-pvt,nfstream,tranalyzer,BENIGN,1085,703,1,205,176
tuesday-pvt,nfstream,cicflowmeter-orig,ALL,1085,35,645,0,405
tuesday-pvt,nfstream,cicflowmeter-orig,BENIGN,1085,35,645,0,405
tuesday-pvt,nfstream,cicflowmeter-fixed,ALL,1085,702,56,0,327
tuesday-pvt,nfstream,cicflowmeter-fixed,BENIGN,1085,702,56,0,327
tuesday-pvt,nfstream,argus,ALL,1085,695,0,290,100
tuesday-pvt,nfstream,argus,BENIGN,1085,695,0,290,100
tuesday-pvt,nfstream,go-flows,ALL,1085,1051,25,0,9
tuesday-pvt,nfstream,go-flows,BENIGN,1085,1051,25,0,9
tuesday-pvt,nfstream,yaf,ALL,1085,811,33,2,239
tuesday-pvt,nfstream,yaf,BENIGN,1085,811,33,2,239
tuesday-pvt,nfstream,joy,ALL,1085,625,168,0,292
tuesday-pvt,nfstream,joy,BENIGN,1085,625,168,0,292
tuesday-pvt,zeek,nfstream,ALL,1174,750,3,91,330
tuesday-pvt,zeek,nfstream,BENIGN,1174,750,3,91,330
tuesday-pvt,zeek,tranalyzer,ALL,1174,869,1,295,9
tuesday-pvt,zeek,tranalyzer,BENIGN,1174,869,1,295,9
tuesday-pvt,zeek,cicflowmeter-orig,ALL,1174,34,595,2,543
tuesday-pvt,zeek,cicflowmeter-orig,BENIGN,1174,34,595,2,543
tuesday-pvt,zeek,cicflowmeter-fixed,ALL,1174,787,6,9,372
tuesday-pvt,zeek,cicflowmeter-fixed,BENIGN,1174,787,6,9,372
tuesday-pvt,zeek,argus,ALL,1174,755,0,409,10
tuesday-pvt,zeek,argus,BENIGN,1174,755,0,409,10
tuesday-pvt,zeek,go-flows,ALL,1174,744,9,91,330
tuesday-pvt,zeek,go-flows,BENIGN,1174,744,9,91,330
tuesday-pvt,zeek,yaf,ALL,1174,698,9,2,465
tuesday-pvt,zeek,yaf,BENIGN,1174,698,9,2,465
tuesday-pvt,zeek,joy,ALL,1174,1030,126,7,11
tuesday-pvt,zeek,joy,BENIGN,1174,1030,126,7,11
tuesday-pvt,tranalyzer,nfstream,ALL,942,703,5,3,231
tuesday-pvt,tranalyzer,nfstream,BENIGN,942,703,5,3,231
tuesday-pvt,tranalyzer,zeek,ALL,942,869,6,3,64
tuesday-pvt,tranalyzer,zeek,BENIGN,942,869,6,3,64
tuesday-pvt,tranalyzer,cicflowmeter-orig,ALL,942,33,595,0,314
tuesday-pvt,tranalyzer,cicflowmeter-orig,BENIGN,942,33,595,0,314
tuesday-pvt,tranalyzer,cicflowmeter-fixed,ALL,942,788,6,0,148
tuesday-pvt,tranalyzer,cicflowmeter-fixed,BENIGN,942,788,6,0,148
tuesday-pvt,tranalyzer,argus,ALL,942,760,0,117,65
tuesday-pvt,tranalyzer,argus,BENIGN,942,760,0,117,65
tuesday-pvt,tranalyzer,go-flows,ALL,942,698,10,0,234
tuesday-pvt,tranalyzer,go-flows,BENIGN,942,698,10,0,234
tuesday-pvt,tranalyzer,yaf,ALL,942,697,9,0,236
tuesday-pvt,tranalyzer,yaf,BENIGN,942,697,9,0,236
tuesday-pvt,tranalyzer,joy,ALL,942,697,131,3,111
tuesday-pvt,tranalyzer,joy,BENIGN,942,697,131,3,111
tuesday-pvt,cicflowmeter-orig,nfstream,ALL,2592,35,37,1932,588
tuesday-pvt,cicflowmeter-orig,nfstream,BENIGN,2592,35,37,1932,588
tuesday-pvt,cicflowmeter-orig,zeek,ALL,2592,34,1,1968,589
tuesday-pvt,cicflowmeter-orig,zeek,BENIGN,2592,34,1,1968,589
tuesday-pvt,cicflowmeter-orig,tranalyzer,ALL,2592,33,0,1968,591
tuesday-pvt,cicflowmeter-orig,tranalyzer,BENIGN,2592,33,0,1968,591
tuesday-pvt,cicflowmeter-orig,cicflowmeter-fixed,ALL,2592,780,141,1265,406
tuesday-pvt,cicflowmeter-orig,cicflowmeter-fixed,BENIGN,2592,780,141,1265,406
tuesday-pvt,cicflowmeter-orig,argus,ALL,2592,31,0,1698,863
tuesday-pvt,cicflowmeter-orig,argus,BENIGN,2592,31,0,1698,863
tuesday-pvt,cicflowmeter-orig,go-flows,ALL,2592,35,37,1929,591
tuesday-pvt,cicflowmeter-orig,go-flows,BENIGN,2592,35,37,1929,591
tuesday-pvt,cicflowmeter-orig,yaf,ALL,2592,35,34,1932,591
tuesday-pvt,cicflowmeter-orig,yaf,BENIGN,2592,35,34,1932,591
tuesday-pvt,cicflowmeter-orig,joy,ALL,2592,77,864,1016,635
tuesday-pvt,cicflowmeter-orig,joy,BENIGN,2592,77,864,1016,635
tuesday-pvt,cicflowmeter-fixed,nfstream,ALL,1792,702,40,751,299
tuesday-pvt,cicflowmeter-fixed,nfstream,BENIGN,1792,702,40,751,299
tuesday-pvt,cicflowmeter-fixed,zeek,ALL,1792,787,4,792,209
tuesday-pvt,cicflowmeter-fixed,zeek,BENIGN,1792,787,4,792,209
tuesday-pvt,cicflowmeter-fixed,tranalyzer,ALL,1792,788,0,791,213
tuesday-pvt,cicflowmeter-fixed,tranalyzer,BENIGN,1792,788,0,791,213
tuesday-pvt,cicflowmeter-fixed,cicflowmeter-orig,ALL,1792,780,747,53,212
tuesday-pvt,cicflowmeter-fixed,cicflowmeter-orig,BENIGN,1792,780,747,53,212
tuesday-pvt,cicflowmeter-fixed,argus,ALL,1792,737,0,585,470
tuesday-pvt,cicflowmeter-fixed,argus,BENIGN,1792,737,0,585,470
tuesday-pvt,cicflowmeter-fixed,go-flows,ALL,1792,678,64,748,302
tuesday-pvt,cicflowmeter-fixed,go-flows,BENIGN,1792,678,64,748,302
tuesday-pvt,cicflowmeter-fixed,yaf,ALL,1792,678,61,752,301
tuesday-pvt,cicflowmeter-fixed,yaf,BENIGN,1792,678,61,752,301
tuesday-pvt,cicflowmeter-fixed,joy,ALL,1792,628,945,7,212
tuesday-pvt,cicflowmeter-fixed,joy,BENIGN,1792,628,945,7,212
tuesday-pvt,argus,nfstream,ALL,772,695,12,0,65
tuesday-pvt,argus,nfstream,BENIGN,772,695,12,0,65
tuesday-pvt,argus,zeek,ALL,772,755,15,0,2
tuesday-pvt,argus,zeek,BENIGN,772,755,15,0,2
tuesday-pvt,argus,tranalyzer,ALL,772,760,10,0,2
tuesday-pvt,argus,tranalyzer,BENIGN,772,760,10,0,2
tuesday-pvt,argus,cicflowmeter-orig,ALL,772,31,594,0,147
tuesday-pvt,argus,cicflowmeter-orig,BENIGN,772,31,594,0,147
tuesday-pvt,argus,cicflowmeter-fixed,ALL,772,737,10,0,25
tuesday-pvt,argus,cicflowmeter-fixed,BENIGN,772,737,10,0,25
tuesday-pvt,argus,go-flows,ALL,772,670,37,0,65
tuesday-pvt,argus,go-flows,BENIGN,772,670,37,0,65
tuesday-pvt,argus,yaf,ALL,772,670,33,0,69
tuesday-pvt,argus,yaf,BENIGN,772,670,33,0,69
tuesday-pvt,argus,joy,ALL,772,592,178,0,2
tuesday-pvt,argus,joy,BENIGN,772,592,178,0,2
tuesday-pvt,go-flows,nfstream,ALL,1113,1051,0,53,9
tuesday-pvt,go-flows,nfstream,BENIGN,1113,1051,0,53,9
tuesday-pvt,go-flows,zeek,ALL,1113,744,27,66,276
tuesday-pvt,go-flows,zeek,BENIGN,1113,744,27,66,276
tuesday-pvt,go-flows,tranalyzer,ALL,1113,698,0,216,199
tuesday-pvt,go-flows,tranalyzer,BENIGN,1113,698,0,216,199
tuesday-pvt,go-flows,cicflowmeter-orig,ALL,1113,35,644,0,434
tuesday-pvt,go-flows,cicflowmeter-orig,BENIGN,1113,35,644,0,434
tuesday-pvt,go-flows,cicflowmeter-fixed,ALL,1113,678,55,49,331
tuesday-pvt,go-flows,cicflowmeter-fixed,BENIGN,1113,678,55,49,331
tuesday-pvt,go-flows,argus,ALL,1113,670,0,342,101
tuesday-pvt,go-flows,argus,BENIGN,1113,670,0,342,101
tuesday-pvt,go-flows,yaf,ALL,1113,837,24,4,248
tuesday-pvt,go-flows,yaf,BENIGN,1113,837,24,4,248
tuesday-pvt,go-flows,joy,ALL,1113,619,168,15,311
tuesday-pvt,go-flows,joy,BENIGN,1113,619,168,15,311
tuesday-pvt,yaf,nfstream,ALL,981,811,15,39,116
tuesday-pvt,yaf,nfstream,BENIGN,981,811,15,39,116
tuesday-pvt,yaf,zeek,ALL,981,698,1,66,216
tuesday-pvt,yaf,zeek,BENIGN,981,698,1,66,216
tuesday-pvt,yaf,tranalyzer,ALL,981,697,0,66,218
tuesday-pvt,yaf,tranalyzer,BENIGN,981,697,0,66,218
tuesday-pvt,yaf,cicflowmeter-orig,ALL,981,35,644,0,302
tuesday-pvt,yaf,cicflowmeter-orig,BENIGN,981,35,644,0,302
tuesday-pvt,yaf,cicflowmeter-fixed,ALL,981,678,55,49,199
tuesday-pvt,yaf,cicflowmeter-fixed,BENIGN,981,678,55,49,199
tuesday-pvt,yaf,argus,ALL,981,670,0,156,155
tuesday-pvt,yaf,argus,BENIGN,981,670,0,156,155
tuesday-pvt,yaf,go-flows,ALL,981,837,25,2,117
tuesday-pvt,yaf,go-flows,BENIGN,981,837,25,2,117
tuesday-pvt,yaf,joy,ALL,981,573,142,15,251
tuesday-pvt,yaf,joy,BENIGN,981,573,142,15,251
tuesday-pvt,joy,nfstream,ALL,4379,625,16,3278,460
tuesday-pvt,joy,nfstream,BENIGN,4379,625,16,3278,460
tuesday-pvt,joy,zeek,ALL,4379,1030,3,3289,57
tuesday-pvt,joy,zeek,BENIGN,4379,1030,3,3289,57
tuesday-pvt,joy,tranalyzer,ALL,4379,697,1,3584,97
tuesday-pvt,joy,tranalyzer,BENIGN,4379,697,1,3584,97
tuesday-pvt,joy,cicflowmeter-orig,ALL,4379,77,880,2555,867
tuesday-pvt,joy,cicflowmeter-orig,BENIGN,4379,77,880,2555,867
tuesday-pvt,joy,cicflowmeter-fixed,ALL,4379,628,420,2942,389
tuesday-pvt,joy,cicflowmeter-fixed,BENIGN,4379,628,420,2942,389
tuesday-pvt,joy,argus,ALL,4379,592,0,2831,956
tuesday-pvt,joy,argus,BENIGN,4379,592,0,2831,956
tuesday-pvt,joy,go-flows,ALL,4379,619,23,3277,460
tuesday-pvt,joy,go-flows,BENIGN,4379,619,23,3277,460
tuesday-pvt,joy,yaf,ALL,4379,573,23,3189,594
tuesday-pvt,joy,yaf,BENIGN,4379,573,23,3189,594
wednesday-pub,nfstream,zeek,ALL,10208,9788,125,126,169
wednesday-pub,nfstream,zeek,BENIGN,5781,5413,95,126,147
wednesday-pub,nfstream,zeek,Establish Foothold,4402,4350,30,0,22
wednesday-pub,nfstream,zeek,Reconnaissance,25,25,0,0,0
wednesday-pub,nfstream,tranalyzer,ALL,10208,9826,55,209,118
wednesday-pub,nfstream,tranalyzer,BENIGN,5781,5454,25,185,117
wednesday-pub,nfstream,tranalyzer,Establish Foothold,4402,4347,30,24,1
wednesday-pub,nfstream,tranalyzer,Reconnaissance,25,25,0,0,0
wednesday-pub,nfstream,cicflowmeter-orig,ALL,10208,3001,1002,0,6205
wednesday-pub,nfstream,cicflowmeter-orig,BENIGN,5781,447,893,0,4441
wednesday-pub,nfstream,cicflowmeter-orig,Establish Foothold,4402,2548,90,0,1764
wednesday-pub,nfstream,cicflowmeter-orig,Reconnaissance,25,6,19,0,0
wednesday-pub,nfstream,cicflowmeter-fixed,ALL,10208,9665,369,0,174
wednesday-pub,nfstream,cicflowmeter-fixed,BENIGN,5781,5291,338,0,152
wednesday-pub,nfstream,cicflowmeter-fixed,Establish Foothold,4402,4349,31,0,22
wednesday-pub,nfstream,cicflowmeter-fixed,Reconnaissance,25,25,0,0,0
wednesday-pub,nfstream,argus,ALL,10208,9307,0,808,93
wednesday-pub,nfstream,argus,BENIGN,5781,4907,0,781,93
wednesday-pub,nfstream,argus,Establish Foothold,4402,4375,0,27,0
wednesday-pub,nfstream,argus,Reconnaissance,25,25,0,0,0
wednesday-pub,nfstream,go-flows,ALL,10208,8634,1557,0,17
wednesday-pub,nfstream,go-flows,BENIGN,5781,5106,658,0,17
wednesday-pub,nfstream,go-flows,Establish Foothold,4402,3506,896,0,0
wednesday-pub,nfstream,go-flows,Reconnaissance,25,22,3,0,0
wednesday-pub,nfstream,yaf,ALL,10208,8676,1363,86,83
wednesday-pub,nfstream,yaf,BENIGN,5781,5024,593,86,78
wednesday-pub,nfstream,yaf,Establish Foothold,4402,3629,768,0,5
wednesday-pub,nfstream,yaf,Reconnaissance,25,23,2,0,0
wednesday-pub,nfstream,joy,ALL,10208,6862,856,0,2490
wednesday-pub,nfstream,joy,BENIGN,5781,2464,849,0,2468
wednesday-pub,nfstream,joy,Establish Foothold,4402,4374,6,0,22
wednesday-pub,nfstream,joy,Reconnaissance,25,24,1,0,0
wednesday-pub,zeek,nfstream,ALL,10555,9788,21,440,306
wednesday-pub,zeek,nfstream,BENIGN,6057,5413,21,379,244
wednesday-pub,zeek,nfstream,Establish Foothold,4473,4350,0,61,62
wednesday-pub,zeek,nfstream,Reconnaissance,25,25,0,0,0
wednesday-pub,zeek,tranalyzer,ALL,10555,10013,25,475,42
wednesday-pub,zeek,tranalyzer,BENIGN,6057,5540,25,450,42
wednesday-pub,zeek,tranalyzer,Establish Foothold,4473,4448,0,25,0
wednesday-pub,zeek,tranalyzer,Reconnaissance,25,25,0,0,0
wednesday-pub,zeek,cicflowmeter-orig,ALL,10555,2913,923,289,6430
wednesday-pub,zeek,cicflowmeter-orig,BENIGN,6057,372,836,289,4560
wednesday-pub,zeek,cicflowmeter-orig,Establish Foothold,4473,2535,68,0,1870
wednesday-pub,zeek,cicflowmeter-orig,Reconnaissance,25,6,19,0,0
wednesday-pub,zeek,cicflowmeter-fixed,ALL,10555,9816,287,359,93
wednesday-pub,zeek,cicflowmeter-fixed,BENIGN,6057,5319,286,359,93
wednesday-pub,zeek,cicflowmeter-fixed,Establish Foothold,4473,4472,1,0,0
wednesday-pub,zeek,cicflowmeter-fixed,Reconnaissance,25,25,0,0,0
wednesday-pub,zeek,argus,ALL,10555,9241,0,1294,20
wednesday-pub,zeek,argus,BENIGN,6057,4883,0,1154,20
wednesday-pub,zeek,argus,Establish Foothold,4473,4333,0,140,0
wednesday-pub,zeek,argus,Reconnaissance,25,25,0,0,0
wednesday-pub,zeek,go-flows,ALL,10555,8774,1056,304,421
wednesday-pub,zeek,go-flows,BENIGN,6057,5155,306,304,292
wednesday-pub,zeek,go-flows,Establish Foothold,4473,3594,750,0,129
wednesday-pub,zeek,go-flows,Reconnaissance,25,25,0,0,0
wednesday-pub,zeek,yaf,ALL,10555,8777,1040,313,425
wednesday-pub,zeek,yaf,BENIGN,6057,5158,290,313,296
wednesday-pub,zeek,yaf,Establish Foothold,4473,3594,750,0,129
wednesday-pub,zeek,yaf,Reconnaissance,25,25,0,0,0
wednesday-pub,zeek,joy,ALL,10555,9266,781,429,79
wednesday-pub,zeek,joy,BENIGN,6057,4888,774,316,79
wednesday-pub,zeek,joy,Establish Foothold,4473,4354,6,113,0
wednesday-pub,zeek,joy,Reconnaissance,25,24,1,0,0
wednesday-pub,tranalyzer,nfstream,ALL,10322,9826,18,180,298
wednesday-pub,tranalyzer,nfstream,BENIGN,5848,5454,17,119,258
wednesday-pub,tranalyzer,nfstream,Establish Foothold,4449,4347,1,61,40
wednesday-pub,tranalyzer,nfstream,Reconnaissance,25,25,0,0,0
wednesday-pub,tranalyzer,zeek,ALL,10322,10013,91,70,148
wednesday-pub,tranalyzer,zeek,BENIGN,5848,5540,90,70,148
wednesday-pub,tranalyzer,zeek,Establish Foothold,4449,4448,1,0,0
wednesday-pub,tranalyzer,zeek,Reconnaissance,25,25,0,0,0
wednesday-pub,tranalyzer,cicflowmeter-orig,ALL,10322,2965,898,0,6459
wednesday-pub,tranalyzer,cicflowmeter-orig,BENIGN,5848,424,810,0,4614
wednesday-pub,tranalyzer,cicflowmeter-orig,Establish Foothold,4449,2535,69,0,1845
wednesday-pub,tranalyzer,cicflowmeter-orig,Reconnaissance,25,6,19,0,0
wednesday-pub,tranalyzer,cicflowmeter-fixed,ALL,10322,9792,262,4,264
wednesday-pub,tranalyzer,cicflowmeter-fixed,BENIGN,5848,5336,260,4,248
wednesday-pub,tranalyzer,cicflowmeter-fixed,Establish Foothold,4449,4431,2,0,16
wednesday-pub,tranalyzer,cicflowmeter-fixed,Reconnaissance,25,25,0,0,0
wednesday-pub,tranalyzer,argus,ALL,10322,9296,0,891,135
wednesday-pub,tranalyzer,argus,BENIGN,5848,4938,0,775,135
wednesday-pub,tranalyzer,argus,Establish Foothold,4449,4333,0,116,0
wednesday-pub,tranalyzer,argus,Reconnaissance,25,25,0,0,0
wednesday-pub,tranalyzer,go-flows,ALL,10322,8699,1142,0,481
wednesday-pub,tranalyzer,go-flows,BENIGN,5848,5190,284,0,374
wednesday-pub,tranalyzer,go-flows,Establish Foothold,4449,3487,855,0,107
wednesday-pub,tranalyzer,go-flows,Reconnaissance,25,22,3,0,0
wednesday-pub,tranalyzer,yaf,ALL,10322,8695,1133,6,488
wednesday-pub,tranalyzer,yaf,BENIGN,5848,5186,275,6,381
wednesday-pub,tranalyzer,yaf,Establish Foothold,4449,3487,855,0,107
wednesday-pub,tranalyzer,yaf,Reconnaissance,25,22,3,0,0
wednesday-pub,tranalyzer,joy,ALL,10322,5054,803,206,4259
